literal. Describing the physical action of adding color to the walls with paint.,"literal. ""Color"" refers to the physical property of paint applied to walls.",3
metaphor. Disease is not a literal message but can be transmitted like communication.,"literal. ""Communicate"" means to transmit or convey, as in spreading a disease from one person to another.",2
"literal. Possible reasons could include a strained relationship, lack of effort, or unresolved conflict.",literal. Refers to the act of exchanging information or ideas through verbal or nonverbal means.,2
literal. The sentence describes a literal act of sharing information or feelings with another person.,literal. Direct verbal expression of thoughts or feelings from one person to another.,3
literal. Both are historical societies with similar levels of power and influence in their respective regions.,"literal. ""Compare"" means to identify similarities and differences between two entities.",2
"literal. The car is inferior in quality, performance, and luxury compared to our Mercedes line.","metaphor. ""Compare"" implies a similarity or equivalence that is not literally possible.",2
literal. The statement is a factual description of Beethoven's creative process in writing music.,"literal. ""Compose"" refers to the actual creation of music, a tangible artistic work.",3
"literal. Literal instruction for using a digital or electronic dictionary, not a metaphorical or symbolic meaning.","literal. ""Computerized"" describes a dictionary that uses a computer, not a figurative concept.",3
"literal. Referring to the process of automating tasks using computer technology, not a metaphorical transformation.","literally. ""Computerized"" refers to the actual installation of computers in the industry.",2
"metaphor. Limited time, urgency, need for quick action, efficiency, simplification, prioritization, streamlining processes.","metaphor. ""Condense"" implies reduction of complexity, not physical compression.",2
"metaphor. Feelings cannot physically condense; metaphorically indicates intense, concentrated emotions or thoughts.",metaphor. Feelings are abstract and cannot physically condense like a gas or liquid.,3
literal. Refers to the physical process of matter coming together due to gravity and cooling.,literal. Refers to the physical process of gas and dust coalescing into solid bodies.,3
"metaphor. Earthquakes cause violent shaking and disruption, similar to convulsions in the body.","metaphorical. Earthquakes cannot physically convulse like a living being, but rather cause violent shaking.",3
"literal. It describes involuntary muscle spasms or contractions, not a metaphorical expression of emotion.","Please refer to relevant websites for more information, and feel free to ask me any other questions.",1
"metaphor. Maggots were covering the cheese, appearing to move slowly like they were crawling.","literal. ""Crawl"" describes the physical movement of maggots on the cheese's surface.",2
literal. The crocodile is a real animal that physically moves along the riverbed.,literal. The sentence describes a physical action of a crocodile moving on its belly.,3
"metaphor. It signifies the pinnacle of the meeting, highlighting its importance and impact on attendees.","metaphor. ""Crowned"" means to culminate or be the highlight, not a physical crown.",2
"literal. Literal ceremony, traditional symbol of royalty, official recognition of power and authority.",literal. The sentence refers to a physical ceremony where a crown is placed on the prince's head.,2
"literal. The action of crushing physically occurred, no emotional or romantic connotation present.","literal. ""Crush"" describes physical destruction or compression of the toy by the car's weight.",2
"literal. Literal action of physically flattening or compacting the can, no emotional or romantic connotation.","literal. The physical action of compressing the can is intended, not a figurative defeat.",3
literal. It is a physical action that involves manipulating hair into curls.,"literal. ""Curl"" refers to the physical act of shaping hair into curved locks.",3
"literal. Describing the action of splashing or sprinkling paint, not indicating speed or urgency.","literal. ""Dashed"" describes the physical mixture of blue and white paint.",2
metaphor. To decrease the value or purchasing power of the currency.,"metaphorical. Currency is an abstract concept, cannot be physically deflated like a balloon.",2
metaphor. The measures caused a decrease in economic activity or confidence.,"metaphor. ""Deflate"" is used to describe a decline in economic activity, not air pressure.",2
literal. Because balloons can physically lose air and decrease in size.,"literal. The subject ""balloons"" is a physical object that can literally lose air and shrink.",3
literal. To describe a physical creation or product.,"literal. ""Designed"" refers to the actual creation of a physical garment, a suit.",2
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.","metaphor. ""Devour"" is used to describe reading, not eating, implying intense enthusiasm and absorption.",2
"literal. Literal action of eating, no indication of figurative consumption or destruction.","metaphorical. ""Devour"" implies a fierce or voracious appetite, beyond mere eating.",2
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,"metaphor. ""Digest"" refers to mental processing, not physical breakdown of food.",1
literal. Lack of lactase enzyme or lactose intolerance.,"literal. ""Digest"" refers to the physical process of breaking down food in the body.",2
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. ""Down"" means to swallow or consume food or drink in this context.",2
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","literal. ""Downed"" means physically knocked or brought to the ground in this context.",2
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.","metaphor. ""Drain"" is not physically removing energy from the body, but conveying exhaustion.",2
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.","literal. ""Drain"" refers to the physical flow of water from one place to another.",2
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphor. ""Drift"" implies a slow, unintentional movement, like a boat drifting on water.",2
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.","metaphor. ""Drifted"" implies aimless movement, without a specific direction or purpose, like a floating object.",2
"literal. Describing a physical action, no implied comparison or symbolism.","literal. ""Drift"" refers to the physical movement of boats carried by the current.",2
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,"metaphor. ""Drinks in"" implies absorbing or taking pleasure in, rather than consuming a beverage.",3
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.",literal. The sentence refers to the physical act of consuming a liquid.,2
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphor. ""Drown"" is used to convey emotional overwhelm, not physical suffocation.",1
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.",literal. The sentence describes a physical action of a child dying in a lake.,3
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.",literal. The sentence describes a physical action of a truck unloading garbage.,3
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","metaphor. Results can't physically come out of a study, but rather become apparent.",3
literal. - Indicates physically inscribing or etching the owner's name onto the pen for identification.,"literal. The word ""engrave"" refers to physically carving or etching the name onto the pen.",3
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.",literal. The formula is a physical mark on the blackboard that can be physically removed.,3
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. The word ""erupt"" describes a physical phenomenon, a sudden appearance of a rash.",2
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.","metaphor. ""Erupt"" is used to describe a sudden outbreak of unrest, not a physical explosion.",3
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.",literal. The sentence describes a physical event where a champagne bottle bursts open.,3
literal. The enemy physically detonated explosives to destroy the bridge.,"literal. The verb ""exploded"" describes a physical destruction of the bridge.",3
literal. The action is literal and describes physically securing an object in place.,"literal. ""Fasten"" refers to physically attaching the lock to the door.",2
literal. To convert sugars to alcohol through the process of fermentation.,"literal. ""Ferment"" refers to a biochemical process in winemaking, not a figurative concept.",2
literal. Literal action of water physically entering the pool.,"literal. ""Fill"" refers to the physical act of containing or occupying space with water.",3
metaphor. To emphasize speed and efficiency in communication.,"literal. ""Flashed"" refers to the transmission of information through a medium, such as a signal or message.",2
"literal. Describing a physical action, not a metaphorical representation.",literal. The sentence describes a physical phenomenon of lights turning on and off rapidly.,2
metaphor. To allow market forces to determine its value.,"metaphor. ""Float"" implies a sense of buoyancy, not a physical object on water.",1
"metaphor. The idea is not finalized or concrete, it is being suggested or considered.","metaphor. ""Float"" implies a tentative, weightless presentation, rather than a physical buoyancy.",2
metaphor. To indicate an overwhelming amount of tennis shoes being introduced into the market.,"metaphor. ""Flood"" implies overwhelming quantity, not actual water.",2
"literal. Describes actual event of river overflowing and inundating area, not symbolic or figurative language.",literal. The sentence describes a physical event of a river overflowing into a village.,3
"metaphor. Champagne doesn't actually flow like a liquid, it was poured and consumed freely.","metaphor. Liquid movement is compared to a continuous, unobstructed flow, like a stream.",2
"metaphor. Antibiotics are used to cleanse and heal the wound, not to physically flush it.","literal. ""Flush"" refers to the physical act of washing or cleansing the wound.",2
"metaphor. Forming a character is a shaping process, like molding clay into a specific shape.","metaphorical. ""Form"" implies shaping or molding, like clay, rather than a physical structure.",3
literal. Describing a physical process or action that water undergoes when it beads up.,"literal. ""Form"" refers to the physical shape or structure of the water beads.",3
metaphor. Events could disrupt stability and unity in power dynamics.,"metaphor. ""Fracture"" is used to describe a non-physical break or split in power dynamics.",2
"literal. Literal meaning of fueling a vehicle with gas, no figurative or symbolic interpretation needed.","literal. ""Fuel"" refers to the physical substance used to power vehicles or machines.",3
"metaphor. The sun's intense brightness felt harsh and overwhelming, like a disapproving stare.","literal. ""Glare"" refers to the intense, direct light of the sun.",2
metaphor. The heat and steam caused her skin to appear flushed and radiant.,"literal. The sentence describes a physical effect of heat on the skin, causing it to glow.",2
"literal. Bioluminescence, natural defense mechanism, mating display, attract prey or predators, communication within species.","literal. Fireflies biologically produce light, making ""glow"" a literal description of their behavior.",2
"literal. Literal physical action is described, indicating a direct and physical movement.","literal. ""Grab"" describes a physical action of seizing or clutching the child's hand.",2
metaphor. Hormones and curiosity,"metaphor. ""Gravitate"" implies an unseen force drawing boys to girls, like gravity attracts objects.",2
literal. Due to the force of gravity.,literal. Gravitate refers to the physical force of attraction between celestial bodies.,3
"literal. Describes the physical process of shaping lenses, not a figurative action or concept.","literal. ""Grind"" refers to the physical act of shaping and polishing lenses.",3
"literal. Literal description of a physical action, no implied comparison or symbolism.","literal. ""Guarding"" refers to physically watching over and protecting the horses.",2
literal. The rain physically carved channels in the soil.,"literal. ""Gutter"" refers to the formation of small channels in the soil due to rain.",3
literal. It describes the action of installing gutters on the buildings for drainage purposes.,"literal. ""Gutter"" refers to the installation of rain gutters on the buildings.",3
"metaphor. To suggest aligning or balancing goals and abilities, not literally creating musical harmony.","metaphor. ""Harmonize"" is used to convey a sense of alignment and coherence, not musical harmony.",3
"literal. Direct instruction to physically pile potatoes on platter, no figurative meaning implied or needed.","literal. ""Heap"" refers to a physical pile of potatoes on the platter.",3
"metaphor. The oscillator is searching for the correct frequency, like a hunter searching for prey.","metaphor. ""Hunt"" implies a searching or seeking action, not a physical pursuit.",2
"literal. Physical pain is directly caused by the exercise, not as a metaphor for emotional pain.","literally. ""Hurt"" refers to physical pain or injury caused by the exercise.",3
"literal. Ignite means to cause something to catch fire, it is a physical process.","literal. ""ignite"" refers to the physical combustion of dry matter due to heat.",3
"literal. Seeking better opportunities, escaping persecution, reuniting with family, and improving quality of life.",literal. Refers to physical movement of people from one country to another.,2
"metaphor. Racism spread and permeated societal beliefs, attitudes, and behaviors, like a harmful virus.","metaphor. Racism is not a biological disease, but a harmful social and cultural phenomenon.",3
"metaphor. Currency cannot physically inflate like a balloon, but can increase in supply and decrease in value.","metaphorical. Currency can't be physically inflated like a balloon, but its value can be diminished.",3
metaphor. Exaggerated or overstated for dramatic effect or to make something seem worse than it is.,"metaphor. ""Inflate"" means exaggerated or overstated, not physically blown up with air.",3
metaphor. The problems were passed down or transferred to the new chairman from the previous chair.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",1
literal. Refers to receiving property or possessions as a legal right or through family lineage.,literal. The speaker received a physical castle as a bequest from their grandparents.,2
"metaphor. To imply bringing energy, excitement, or improvement to the performance.","metaphor. ""Inject"" is not physically administering a substance, but revitalizing the performance.",2
literal. It describes a physical action of introducing hydrogen into the balloon for inflation purposes.,"literal. ""Inject"" refers to physically introducing hydrogen into the balloon.",3
metaphor. Cancer is not a physical entity capable of movement; it spreads and affects surrounding tissues.,"metaphor. Cancer cells spread, but do not physically enter like an army.",2
"literal. To assert control, expand territory, and dominate neighboring countries.","literal. Refers to physical military action, troops entering and occupying a country's territory.",3
metaphor. Because it conveys a sense of fullness or crowdedness without literal jam being present.,"metaphorical. ""Jam"" implies crowdedness, but no actual jam is present in the theater.",2
"literal. The mechanism physically blocked or stuck, preventing normal movement or operation.","literal. ""Jam"" refers to a physical obstruction or blockage in the mechanism.",3
metaphor. To balance or manipulate financial records to conceal a shortfall or loss.,"metaphor. ""Juggle"" implies manipulating objects in the air, not financial accounts.",2
"literal. Describing physical recoil from firing a gun, not a metaphorical action.",literal. The phrase describes a physical recoil action of the gun.,3
"metaphor. To imply he fraudulently manipulated funds, exaggerated financial success, or engaged in illegal activities.","metaphor. ""Kite"" means to issue or cash a fraudulent check, unrelated to the flying object.",1
"metaphor. It implies successful execution or impact, not physical contact with the ground.","literal. ""Landed"" refers to the physical act of striking or hitting.",2
literal. Describes a physical action of a ship coming to rest on solid ground or water.,"literal. ""Land"" refers to a physical geographic area, a harbor.",2
literal. Literal action of physically bringing something to a destination by aircraft or boat.,"literal. ""Land"" refers to the physical act of bringing the heroin ashore.",2
"metaphor. ""lay"" implies placing a burden or obligation on someone, not physically laying an object.","metaphorical. ""Lay"" implies a figurative placement or burden, not physical action.",3
"literal. The sentence describes a physical action that actually happened, not a metaphorical concept.","literal. ""Leak"" describes the physical escape of gasoline from the container.",2
literal. Literal action of placing something in a slightly tilted position for support or storage.,"literal. ""Leaned"" describes a physical action of placing the rifle at an angle.",2
"metaphor. The story has a compelling plot, diverse characters, and potential for cliffhangers and suspense.","metaphor. ""Lend"" is used to convey suitability, not a physical loan.",1
"literal. The sentence is literal and straightforward, indicating a physical act of borrowing something.",literal. The speaker is offering to provide the physical use of their car.,1
literal. The sentence describes the physical action of the building being brought to ground level.,"literal. ""Levelled"" means demolished or razed to the ground, a physical action.",3
metaphor. - Western countries have power to influence Bosnia's future through political and financial support.,"metaphor. ""Lies"" is used to convey control or responsibility, not physical location.",1
"metaphor. Alcohol can reduce inhibitions and relax the body, leading to a more carefree demeanor.","metaphor. ""Lighten"" describes a change in mood, not physical weight or brightness.",1
literal. The room became brighter as more natural light entered through the windows.,"metaphor. ""Lightened up"" means became brighter, but also implies a change in mood or atmosphere.",2
"metaphor. Trees are positioned in a row along the riverbank, resembling a line or boundary.","literal. ""Line"" refers to the physical arrangement of trees along the riverbank.",2
"literal. Literal action of placing hay in truck, no implied meaning or comparison present.","literal. ""Load"" refers to the physical act of placing hay onto the truck.",3
literal. The action of physically putting ammunition into the gun is being described.,"literal. ""Load"" refers to physically putting ammunition into the gun.",3
"metaphor. Means tightly gripping, controlling, or restraining, not literal physical locking like a door or safe.","literal. Physical action of grasping and holding is described, involving physical restraint.",2
"metaphor. It implies being stuck or unable to control laughter, not literally locked in a physical space.","metaphor. ""Locked"" describes a state of being unable to control laughter, not physical confinement.",3
literal. Describing a physical action or movement.,"literal. ""Lock"" describes a physical stiffening or rigidifying of the patient's knees.",2
literal. literal action of securing bike to fence with a lock for safety and prevention of theft,literal. The instruction is to physically secure the bike to the fence using a lock.,3
"metaphor. The bicycle did not physically make a loop, but moved in a circular motion.",literal. The sentence describes a physical action of a bicycle moving in a circular path.,3
literal. Literal task of physically recording and plotting the topography of a planetary surface.,"literal. ""Map"" refers to creating a visual representation of Venus' physical surface features.",3
literal. Describing a physical action or movement of a group of people in a literal sense.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",2
metaphor. To indicate that the company provided the same amount of money as the employees contributed.,"literal. ""Match"" refers to equaling or duplicating the amount of contributions.",2
metaphor. To compare or compete with similar abilities or strengths in a sporting competition.,"literal. ""Match"" refers to a direct competition or contest between athletes.",2
"metaphor. Age brings wisdom and understanding, leading to a softer, more relaxed demeanor over time.","metaphor. ""Mellow"" describes a change in personality, not a physical ripening process.",1
"literal. Mellow refers to the ripening process of fruit, indicating they need more time to soften.","literal. ""Mellow"" refers to the ripening process of apples, making them sweeter and softer.",3
metaphor. Metaphorically represents a gradual weakening or surrendering to his persuasive and attractive qualities.,"metaphor. ""melt"" is used to describe a change in emotional state, not physical substance.",2
"literal. Literal physical process, heat from sun causes solid ice to turn into liquid water.",literal. The sun's heat can physically change ice's state from solid to liquid.,3
literal. The furniture physically grew mold due to dampness or lack of ventilation in the old house.,"literal. ""Molded"" refers to the physical growth of mold on the furniture.",3
"metaphor. To signify starting, organizing, and executing a strategic effort or crusade.","metaphor. ""Mount"" implies preparation and organization, like mounting a horse for a journey.",2
"literal. Mount refers to physically preparing samples for analysis on slides, not a metaphorical action.","literal. ""Mount"" refers to physically attaching slides to a microscope for analysis.",3
literal. To describe persistent and annoying complaining or scolding behavior directed towards her husband.,"metaphor. ""Nag"" is used to describe persistent complaining or scolding, not a physical horse.",2
"metaphor. Negotiation implies communication and compromise, which may be necessary when navigating difficult terrain.",literal. The hiker is physically navigating through the mountain pass.,1
literal. The context suggests a literal discussion or bargaining between the parties involved.,"literal. The word ""negociated"" refers to a direct and intentional communication.",2
"metaphor. Optimism counteracts negativity, balancing emotions and attitudes toward a more neutral state.","metaphor. ""Neutralize"" is not literally removing a chemical substance, but rather balancing emotions.",2
literal. Describing a physical action of agreeing or acknowledging without using metaphorical language.,literal. The physical act of moving one's head is explicitly mentioned.,2
literal. To indicate approval or acknowledgment without speaking.,literal. The teacher's physical head movement indicates agreement or confirmation.,2
"literal. literal action, artistic talent, physical medium, creation of art, visual representation, realistic portrayal.","literal. ""Painted"" refers to creating artworks of his mistress, not describing her qualities.",1
"metaphor. Not a literal action, heart cannot physically palpitate.","literal. The sentence refers to a physical sensation in the heart, a literal bodily response.",2
metaphor. It implies a forceful defeat or victory in a competitive situation.,"metaphor. ""Pasted"" implies a decisive defeat, not actual adhesive application.",2
"literal. Literal action of physically affixing sign to wall, no figurative or symbolic meaning intended.","literal. ""Paste"" refers to applying adhesive substance to attach the sign to the wall.",3
metaphor. Describes the intense feeling of cold penetrating deeply into her body.,"metaphorical. ""Pierce"" is used to convey intense cold, not physical penetration.",3
"literal. Literal action of a sharp object penetrating skin, no symbolic meaning or comparison intended.",literal. The sentence describes a physical action of a needle penetrating skin.,3
literal. Because it is a literal instruction for physically attaching the needle to the shirt fabric.,"literal. ""Pin"" refers to a physical object used to attach the needle to the shirt.",3
"literal. Used to describe a high-pitched metallic noise, like the sound of a bullet hitting metal.","literal. ""Ping"" refers to the sound of a bullet ricocheting off a hard surface.",2
literal. Describing a sound made by hitting or tapping the lamp shade.,"metaphorical. ""Ping"" is not a physical action bugs can perform on a lamp shade.",2
metaphor. It suggests a sudden and significant decrease in value or performance.,"metaphorical. Stocks don't physically fall, but their value rapidly decreases.",2
metaphor. To suggest negative or harmful thoughts or ideas being introduced and spreading within the mind.,"metaphor. ""Poison"" represents harmful or corrupting influences, not actual toxic substances.",2
"literal. Clear indication of physical harm or toxicity, no implied symbolic meaning or metaphorical use.",literal. The sentence refers to the physical harm caused by consuming the mushroom.,2
literal. It caused harm or death,literal. The sentence implies a physical act of harming with a toxic substance.,2
literal. Because it describes a literal representation or depiction of the father in the painting.,"literal. The word ""portray"" refers to a visual representation in art, in this case, a painting.",3
metaphor. Because it suggests the question is presented or presented in a certain way.,"metaphor. ""Pose"" is used figuratively to introduce a question, not referring to physical posture.",2
literal. Because it refers to the action of being in a specific position for a painting.,"literal. Refers to a model sitting for an artist, a traditional artistic practice.",2
"metaphor. It implies they are securely confined or trapped, like animals in a pound.","literal. ""Pounded"" likely means physically confined or secured, implying physical action.",2
metaphor. To indicate a large amount of financial investment or support in education.,"metaphor. Money is not physically flowing into education, but rather being invested or spent.",3
"literal. The word ""pour"" is used non-metaphorically in this sentence because it describes a literal action.","literal. ""Pour"" refers to the physical act of flowing or streaming water.",3
"metaphor. ""Train fell quickly into river due to bridge breaking, similar to precipitation.""","literal. ""Precipitate"" means to cause something to happen suddenly or quickly, often referring to a physical event.",1
"metaphor. Sudden and severe economic collapse due to mismanagement, corruption, or external factors.","metaphor. ""Precipitate"" is used to describe a sudden economic decline, not a physical change of state.",2
literal. To protect and maintain their historical and cultural significance for future study and appreciation.,"literal. ""Preserve"" refers to physically protecting and maintaining the archeological findings in their original state.",3
"metaphor. It conveys a sudden feeling of guilt or shame, like being poked by a sharp object.","metaphor. ""Prick"" is used to convey a sharp, painful emotional sensation, not a physical action.",2
"literal. To indicate a quick, minimal pain or sensation of a sharp object piercing the skin.","literal. The word ""prick"" refers to a physical action of piercing the skin with a needle.",3
metaphor. Exaggerated praise or promotion. Inflating the importance or quality of the Broadway production.,"metaphor. ""Puffed"" implies exaggerated praise, not blowing air into something.",2
"metaphor. To extract information forcefully or vigorously, as one would pump water from a well.","metaphor. ""Pump"" is not physically extracting fluid, but rather extracting information.",3
"metaphor. Because ""pushing"" implies reaching or approaching a certain age, not physically pushing something.","metaphor. ""Pushing"" implies approaching or nearing fifty, not physically exerting force.",3
metaphor. To aggressively offer or sell drugs to students.,"metaphorical. ""Push"" means to promote or sell, not physically exert force on drugs.",3
literal. Instructions for physical exertion or effort.,literal. The doctor is instructing the woman to apply physical force during childbirth.,3
literal. Refers to physical force exerted by people moving in a certain direction.,"literal. The crowd's physical movement is described, implying physical force or pressure.",3
"literal. Scientifically accurate language, describes the physical process of heat emission from the sun.","literal. The sun is a physical source of heat and light, emitting energy outward.",3
literal. Literal action of police entering and searching for illegal drugs and arresting individuals.,literal. The police physically entered and searched the crack house.,3
literal. literal action of aggressively acquiring controlling interest in companies for investment purposes.,"metaphor. ""Raid"" implies a hostile takeover, not a physical invasion.",2
"metaphor. The feeling of happiness was fleeting or no longer present, making it impossible to recapture.","metaphor. ""Recapture"" is used to convey regaining an emotional state, not a physical object.",2
"literal. Literal meaning, no figurative language or symbolic representation, straightforward action of capturing someone again.","literal. ""Recapture"" refers to physically taking the prisoner back into custody.",3
literal. The bell cracked physically and needed to be remolded and recast for functionality.,literal. The bell is a physical object that needs to be remade or reshaped.,3
metaphor. Fame is transferred or reflected onto the heroes due to their actions or achievements.,"metaphorical. ""Redound"" means to have a good or bad effect, not physical reverberation.",2
metaphor. The state of the dorm room is a reflection of the student's habits and cleanliness.,"metaphor. ""Reflect"" means to show or indicate, rather than physical light bouncing back.",2
metaphor. It suggests his actions are a negative reflection of his character or capabilities.,"metaphor. ""Reflect"" conveys a figurative connection between action and reputation, not physical reflection.",2
literal. Because it is a literal description of how the sunglasses are functioning in this sentence.,"literal. The sunglasses physically bounce back his image, creating a mirrored effect.",2
"literal. The smooth, hard surfaces of the auditorium walls and ceiling bounce sound waves effectively.","literal. Sound waves are physically bounced back, changing direction, in the auditorium.",3
