metaphor. To decrease the value or purchasing power of the currency.,metaphor. To decrease the value of the currency by causing it to lose value,3
metaphor. The measures caused a decrease in economic activity or confidence.,metaphor. The new measures caused a decrease in economic activity due to inflation,3
literal. Because balloons can physically lose air and decrease in size.,"metaphor. The balloons burst or inflated, not physically reduced in size or weight",2
literal. To describe a physical creation or product.,literal. Design is used as a directive verb to describe the action of designing something new and unique,3
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.",metaphor. To indicate the writer's complete and utter destruction of the work,1
"literal. Literal action of eating, no indication of figurative consumption or destruction.","metaphor. To indicate the physical action of eating something quickly and completely, not a metaphorical use of ""devour""",3
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,metaphor. It implies a lack of understanding or attention to details,2
literal. Lack of lactase enzyme or lactose intolerance.,metaphor. It implies a lack of understanding or ability to process information quickly and efficiently,1
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. Literal action of consuming food in a physical setting, not using metaphorical language or comparison",2
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","metaphor. To indicate a quick and decisive action by the officer, not a literal physical takedown",2
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.",metaphor. It implies a physical and emotional decrease in performance due to stress and effort,2
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.","literal. Describing the movement of liquid waste, not implying a physical drain",2
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphor. Investors were uncertain, lack direction, or were not actively buying or selling securities",2
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.",metaphor. The guest felt uncomfortable or unwelcome in the presence of the stranger,1
"literal. Describing a physical action, no implied comparison or symbolism.","literal. Literal action of moving boats from one place to another, not a metaphor for drifting or deviation",2
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,metaphor. To indicate consuming or expressing strong emotions or feelings directly and directly in the form of drink,2
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.",literal. To indicate consuming or receiving liquid quickly and efficiently,1
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphor. Too much alcohol consumed, causing suffocation or drowning",1
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.","literal. Literal action of losing control of the body, not a metaphorical expression",2
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.","literal. Literal action of dumping something out of a vehicle, not a metaphorical expression",2
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","metaphor. The study produced results that were interesting and new, similar to what had previously been discovered",3
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.",literal. It is a literal action to remove a symbol or writing from a surface,2
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. The sentence describes a physical reaction or occurrence of pain, not a conceptual change or development",1
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.",metaphor. It means there was a large-scale public protest or uproar due to a significant event or change,2
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.","literal. The sentence describes a physical event of a bottle exploding, not a metaphorical explosion",3
literal. The enemy physically detonated explosives to destroy the bridge.,metaphor. The sentence describes an actual event of an enemy detonating a bomb in a crowded area,2
literal. The action is literal and describes physically securing an object in place.,"literal. Literal action of fastening, no figurative meaning implied",3
literal. To convert sugars to alcohol through the process of fermentation.,"metaphor. To promote fermentation, enhance flavor, and create a strong alcoholic beverage",2
literal. Literal action of water physically entering the pool.,"literal. Describes physical action, no abstract concept or comparison present",2
metaphor. To emphasize speed and efficiency in communication.,"metaphor. It conveys a quick, accurate, and clear message to subordinates or readers",2
"literal. Describing a physical action, not a metaphorical representation.","metaphor. The lights were moving rapidly and brightly, appearing bright and new",2
metaphor. To allow market forces to determine its value.,metaphor. To indicate a sudden and temporary exchange of money for goods and services,2
"metaphor. The idea is not finalized or concrete, it is being suggested or considered.",metaphor. To indicate floating or uncertain action or proposal,2
metaphor. To indicate an overwhelming amount of tennis shoes being introduced into the market.,literal. To prevent flooding and maximize sales,1
"literal. Describes actual event of river overflowing and inundating area, not symbolic or figurative language.","literal. Describes a physical occurrence of water moving from one place to another, not a metaphorical flood",3
"metaphor. Champagne doesn't actually flow like a liquid, it was poured and consumed freely.",metaphor. The champagne flowed out of the bottle into the guests' glasses,2
"metaphor. Antibiotics are used to cleanse and heal the wound, not to physically flush it.","literal. To clean, disinfect, and remove infection from the wound",2
literal. Describing a physical process or action that water undergoes when it beads up.,"literal. Because it describes the physical movement of water, not a metaphorical concept or figure",3
metaphor. Events could disrupt stability and unity in power dynamics.,"metaphor. It suggests a physical break or distortion in the chain of command, affecting the course of events",2
"literal. Literal meaning of fueling a vehicle with gas, no figurative or symbolic interpretation needed.","literal. Literal action of putting fuel on the tank, no figurative meaning implied",3
"metaphor. The sun's intense brightness felt harsh and overwhelming, like a disapproving stare.",metaphor. The sun cannot physically glare; it is personified to show its reflection on the water,2
metaphor. The heat and steam caused her skin to appear flushed and radiant.,literal. The sentence describes physical reaction or glow in the woman's face,2
"literal. Bioluminescence, natural defense mechanism, mating display, attract prey or predators, communication within species.",metaphor. The fireflies were emitting light and heat due to their high temperature,2
metaphor. Hormones and curiosity,metaphor. Because it implies a connection or attraction between the two individuals,2
literal. Due to the force of gravity.,"metaphor. Stars don't actually gravitate towards each other, but appear to do so due to their proximity",2
"literal. Describes the physical process of shaping lenses, not a figurative action or concept.","literal. Literal action of physically removing material from a surface, not using a metaphorical meaning or comparison",2
"literal. Literal description of a physical action, no implied comparison or symbolism.",literal. Because it refers to the physical presence of men to protect the horses,2
literal. The rain physically carved channels in the soil.,"metaphor. Describes the movement of liquid water, not a literal gutter",2
literal. It describes the action of installing gutters on the buildings for drainage purposes.,metaphor. To convey a bad or dirty job being done to the buildings,2
"literal. Direct instruction to physically pile potatoes on platter, no figurative meaning implied or needed.","literal. Literal action of piling up things for a meal, not comparing to a heap of objects",2
"metaphor. The oscillator is searching for the correct frequency, like a hunter searching for prey.","metaphor. Oscillator cannot physically hunt, but moves around searching for frequencies",3
"literal. Physical pain is directly caused by the exercise, not as a metaphor for emotional pain.","literal. It implies physical harm or discomfort, not a metaphorical concept or figure of speech",2
"literal. Ignite means to cause something to catch fire, it is a physical process.","literal. The sentence describes physical process of ignition, not abstract concept or emotion",3
"literal. Seeking better opportunities, escaping persecution, reuniting with family, and improving quality of life.",metaphor. To indicate a large number moving to a new location or country due to migration or opportunity,2
"metaphor. Racism spread and permeated societal beliefs, attitudes, and behaviors, like a harmful virus.",metaphor. Because racism is a social phenomenon that infects and influences others,3
"metaphor. Currency cannot physically inflate like a balloon, but can increase in supply and decrease in value.",metaphor. To increase its value or gain acceptance as a means of exchange,2
metaphor. Exaggerated or overstated for dramatic effect or to make something seem worse than it is.,metaphor. To indicate the charges were inflated due to the increased pressure caused by the charges,2
metaphor. The problems were passed down or transferred to the new chairman from the previous chair.,"metaphor. Chairman inherited many problems from his predecessor, causing a divide and conflict between the two offices",2
literal. Refers to receiving property or possessions as a legal right or through family lineage.,literal. It means I inherited or took over the castle from someone else,2
"metaphor. To imply bringing energy, excitement, or improvement to the performance.",metaphor. To indicate the actor's active intervention or improvement in the performance,3
literal. It describes a physical action of introducing hydrogen into the balloon for inflation purposes.,"literal. To inject gas into the container to expand it, like a needle injecting food into the stomach",2
metaphor. Cancer is not a physical entity capable of movement; it spreads and affects surrounding tissues.,metaphor. Cancer is a physical condition caused by a virus or bacteria,2
metaphor. Because it conveys a sense of fullness or crowdedness without literal jam being present.,literal. The sentence describes a physical event of large crowds attending a show,2
"literal. The mechanism physically blocked or stuck, preventing normal movement or operation.","literal. Describes physical action, not symbolic or figurative meaning",2
metaphor. To balance or manipulate financial records to conceal a shortfall or loss.,"literal. To hide a financial shortfall, not a physical movement",2
"literal. Describing physical recoil from firing a gun, not a metaphorical action.","literal. The sentence describes a physical movement, not a metaphorical concept or figure of speech",2
"metaphor. To imply he fraudulently manipulated funds, exaggerated financial success, or engaged in illegal activities.","metaphor. Kiting refers to flying a kite, a common financial activity, not a literal action",2
literal. Describes a physical action of a ship coming to rest on solid ground or water.,"literal. Literal action of putting an object on land, not a metaphorical expression",3
literal. Literal action of physically bringing something to a destination by aircraft or boat.,"literal. Literal action of drugs landing on a beach, not a metaphorical concept or figure of speech",2
"metaphor. ""lay"" implies placing a burden or obligation on someone, not physically laying an object.",metaphor. It implies placing someone's trust or responsibility on someone else,2
"literal. The sentence describes a physical action that actually happened, not a metaphorical concept.","literal. Describes a physical occurrence of gas escaping from the container, not a conceptual breach",2
literal. Literal action of placing something in a slightly tilted position for support or storage.,literal. Literal action of keeping the rifle steady and facing the target,1
"metaphor. The story has a compelling plot, diverse characters, and potential for cliffhangers and suspense.",metaphor. It suggests a potential reader or viewer's interest or willingness to consume the story,2
"literal. The sentence is literal and straightforward, indicating a physical act of borrowing something.","literal. Lend means to give or lend, not necessarily to exchange money for goods",2
literal. The sentence describes the physical action of the building being brought to ground level.,metaphor. To indicate the building was physically elevated or leveled,3
metaphor. - Western countries have power to influence Bosnia's future through political and financial support.,"metaphor. The sentence describes the physical outcome of a conflict, not a metaphorical concept or figure of speech",2
literal. The room became brighter as more natural light entered through the windows.,metaphor. The room became more comfortable and brightened up due to the addition of new objects,2
"metaphor. Trees are positioned in a row along the riverbank, resembling a line or boundary.",literal. Describing physical movement or alignment of trees on the riverbank,2
"literal. Literal action of placing hay in truck, no implied meaning or comparison present.",literal. Literal action of placing something on top of another object for transportation,3
literal. The action of physically putting ammunition into the gun is being described.,literal. Literal action of placing something on a rail or table for transportation,2
"metaphor. Means tightly gripping, controlling, or restraining, not literal physical locking like a door or safe.",literal. Literal action of physically securing someone with a grip or a hold,2
"metaphor. It implies being stuck or unable to control laughter, not literally locked in a physical space.","metaphor. It implies a state of intense and intense laughter, which is not physically locked, but is kept in a state of perpetual laughter",3
literal. literal action of securing bike to fence with a lock for safety and prevention of theft,literal. Literal action of securing a physical object to a physical location,3
"metaphor. The bicycle did not physically make a loop, but moved in a circular motion.","literal. Describing a physical movement, not a conceptual loop",2
literal. Literal task of physically recording and plotting the topography of a planetary surface.,literal. Literal action of mapping a physical object on a surface,3
literal. Describing a physical action or movement of a group of people in a literal sense.,literal. Literal action of physically marching soldiers through a location for a specific purpose,2
metaphor. To compare or compete with similar abilities or strengths in a sporting competition.,metaphor. To symbolize a competition between two teams to win prizes,3
"metaphor. Age brings wisdom and understanding, leading to a softer, more relaxed demeanor over time.","metaphor. Became less intense, less intense, or less intense due to age or experience",2
"literal. Mellow refers to the ripening process of fruit, indicating they need more time to soften.",metaphor. To emphasize the sweetness and freshness of the apples,2
metaphor. Metaphorically represents a gradual weakening or surrendering to his persuasive and attractive qualities.,"metaphor. She became completely engrossed in his personality and beliefs, becoming completely engrossed in his presence",2
"literal. Literal physical process, heat from sun causes solid ice to turn into liquid water.","literal. The sentence describes physical action, not a metaphorical change in state or appearance",2
literal. The furniture physically grew mold due to dampness or lack of ventilation in the old house.,"metaphor. The furniture had to be molded to the new location, creating a physical connection between the two",2
"metaphor. To signify starting, organizing, and executing a strategic effort or crusade.","metaphor. To indicate organizing, planning, and preparing for a campaign against pornography",3
"literal. Mount refers to physically preparing samples for analysis on slides, not a metaphorical action.",literal. Literal action of placing slides on a table for analysis,3
literal. To describe persistent and annoying complaining or scolding behavior directed towards her husband.,"metaphor. To convey a persistent or repetitive nature of communication, not a metaphorical meaning",2
"metaphor. Negotiation implies communication and compromise, which may be necessary when navigating difficult terrain.",metaphor. To indicate a non-physical association or connection between the two events,2
literal. The context suggests a literal discussion or bargaining between the parties involved.,metaphor. To prevent conflict or to achieve agreement,2
"metaphor. Optimism counteracts negativity, balancing emotions and attitudes toward a more neutral state.","metaphor. Negative impact on optimism, creating a negative impact on his mood",2
literal. Describing a physical action of agreeing or acknowledging without using metaphorical language.,"metaphor. To indicate agreement, approval, or acknowledgment",3
literal. To indicate approval or acknowledgment without speaking.,"metaphor. The teacher acknowledged the student's correct answer, indicating that he or she nodded in agreement",2
"literal. literal action, artistic talent, physical medium, creation of art, visual representation, realistic portrayal.","literal. Literal action of painting, no figurative meaning implied",3
"metaphor. Not a literal action, heart cannot physically palpitate.","metaphor. It implies a physical reaction or feeling in his heart, as if something was physically moving or painful",2
metaphor. It implies a forceful defeat or victory in a competitive situation.,literal. Literal action of physically attaching a written message to a physical object with adhesive or other means,2
"literal. Literal action of physically affixing sign to wall, no figurative or symbolic meaning intended.",literal. Literal action of attaching a physical sign to a surface with adhesive or other means,3
metaphor. Describes the intense feeling of cold penetrating deeply into her body.,"metaphor. The cold physically penetrated her skin, causing pain and discomfort",3
"literal. Literal action of a sharp object penetrating skin, no symbolic meaning or comparison intended.","literal. Describes physical action, accurate terminology, clear communication, medical context, precise language",3
literal. Because it is a literal instruction for physically attaching the needle to the shirt fabric.,literal. Literal action of physically securing a needle to a surface with a pin,3
"literal. Used to describe a high-pitched metallic noise, like the sound of a bullet hitting metal.",literal. Describes the bullet's movement on the ground after it has left the gun's muzzle,2
literal. Describing a sound made by hitting or tapping the lamp shade.,"literal. Describing the movement of insects around the lamp, not a metaphorical ping",2
metaphor. It suggests a sudden and significant decrease in value or performance.,"metaphor. Investors were scared and sold off their stocks quickly, causing the market to plummet",2
"literal. Clear indication of physical harm or toxicity, no implied symbolic meaning or metaphorical use.",literal. Because it refers to the physical property of causing harm or destruction through chemical reaction,2
literal. It caused harm or death,literal. Literal action of intentionally poisoning someone with a toxic substance,2
literal. Because it describes a literal representation or depiction of the father in the painting.,"metaphor. The father is shown in a positive light, portrayed as a caring and selfless person",2
metaphor. Because it suggests the question is presented or presented in a certain way.,metaphor. It suggests asking a question that has no clear answer,3
"metaphor. It implies they are securely confined or trapped, like animals in a pound.",literal. Literal action of physically punishing someone with a stick or other object for doing something wrong,1
metaphor. To indicate a large amount of financial investment or support in education.,metaphor. To indicate a large amount of money being given or spent on education,4
"literal. The word ""pour"" is used non-metaphorically in this sentence because it describes a literal action.",literal. Literal action of liquid being emptied or released from a container onto a surface,3
"metaphor. ""Train fell quickly into river due to bridge breaking, similar to precipitation.""",metaphor. The bridge broke and caused the train to derail or sink,2
"metaphor. Sudden and severe economic collapse due to mismanagement, corruption, or external factors.","metaphor. It is not a physical substance that precipitates, but a sudden and dramatic change in the economy",2
literal. To protect and maintain their historical and cultural significance for future study and appreciation.,literal. To protect and maintain the historical significance of the objects for future study and interpretation,3
"metaphor. It conveys a sudden feeling of guilt or shame, like being poked by a sharp object.","metaphor. It implies a physical, intense, and overwhelming emotional response or reaction",2
"literal. To indicate a quick, minimal pain or sensation of a sharp object piercing the skin.","literal. Describing physical action, not symbolic or figurative meaning",2
metaphor. Exaggerated praise or promotion. Inflating the importance or quality of the Broadway production.,metaphor. To indicate inflated or inflated expectations or beliefs about the production,3
"metaphor. To extract information forcefully or vigorously, as one would pump water from a well.","metaphor. To indicate a strong, continuous and forceful effort to obtain information from the witnesses",3
"metaphor. Because ""pushing"" implies reaching or approaching a certain age, not physically pushing something.",metaphor. To indicate increasing effort or determination in pushing the button,2
metaphor. To aggressively offer or sell drugs to students.,metaphor. To indicate active effort or influence towards illegal activity,2
literal. Refers to physical force exerted by people moving in a certain direction.,"metaphor. To indicate a strong, continuous and forceful push towards the audience",2
"literal. Scientifically accurate language, describes the physical process of heat emission from the sun.","literal. Describes physical process of heat emission, not abstract concept or emotion",3
literal. Literal action of police entering and searching for illegal drugs and arresting individuals.,literal. Literal action of police searching for evidence of a crime,2
literal. literal action of aggressively acquiring controlling interest in companies for investment purposes.,"literal. Literal action of taking control of a business by force, not a metaphorical use of ""raid""",2
"metaphor. The feeling of happiness was fleeting or no longer present, making it impossible to recapture.",metaphor. It implies a lack of ability or intention to recapture the feeling or feeling previously held in,3
"literal. Literal meaning, no figurative language or symbolic representation, straightforward action of capturing someone again.","literal. It means they tried to take back control of the situation by physically doing something physical, like capturing the prisoner",2
literal. The bell cracked physically and needed to be remolded and recast for functionality.,metaphor. The bell had to be physically repaired or replaced due to damage or deterioration,3
metaphor. Fame is transferred or reflected onto the heroes due to their actions or achievements.,metaphor. Because it refers to the positive impact that fame has on others,2
metaphor. The state of the dorm room is a reflection of the student's habits and cleanliness.,metaphor. The dormitory wall or window reflects light from the sun onto the student's skin,2
metaphor. It suggests his actions are a negative reflection of his character or capabilities.,"metaphor. It suggests a lack of interest or admiration, not a physical reflection",2
literal. Because it is a literal description of how the sunglasses are functioning in this sentence.,"literal. Describes physical action, no symbolic or figurative meaning implied",2
"literal. The smooth, hard surfaces of the auditorium walls and ceiling bounce sound waves effectively.","metaphor. Reflect means to show or show-off, showing that sound travels well in the air",2
literal. It refers to making changes or improvements to the structure or functioning of the system.,metaphor. To change it from a system that restricts freedom to a system that promotes freedom,2
metaphor. To indicate that the restrictions were lessened or eased up.,metaphor. To indicate the government relaxed restrictions or restrictions were lifted for a limited period of time,3
literal. Literal action being taken to loosen or reduce pressure on the rope.,metaphor. To relieve stress and prevent tension-related injuries,1
literal. It directly describes the physical act of becoming less tense or stressed.,"metaphor. It implies a physical change in temperature, which relaxes the person",2
metaphor. Trauma and historical damage cannot be undone or fully healed.,metaphor. It implies a process of restoring or replacing what was lost or destroyed,2
"metaphor. Revive means to bring back to life or restore. In this context, it means to restore interest or popularity.","metaphor. Revive means to bring back to life or improve, not necessarily to recreate",3
"metaphor. Hot soup provides comfort and warmth, restoring energy and revitalizing the body and spirit.",metaphor. It suggests eating or refreshing the liquid to make it feel like it will rejuvenate or restore its energy level,2
"literal. Revive means to bring back to life or consciousness, not just metaphorically.","literal. The doctors revived the man, not physically removing him from the hospital, but bringing him back to life",2
metaphor. No physical tearing occurred; verbal attack or criticism was delivered forcefully instead.,"metaphor. The candidate verbally attacked and attacked his opponent viciously, causing physical pain and suffering",2
"literal. Describing a physical action, literal meaning, no implied symbolism or metaphorical interpretation.","metaphor. The curtain broke through the wall, appearing suddenly and unexpectedly",2
literal. Rooting is the actual behavior of pigs searching for truffles with their noses.,"literal. Describing the pig's natural instinctive behavior, not implying a literal action",2
"metaphor. To indicate a change in responsibilities or tasks, gaining experience in different areas.",literal. To physically change positions so that they can better perform their jobs,2
"metaphor. Prevent soil depletion, reduce pests and diseases, improve soil fertility, and increase crop yields.",literal. To optimize the use of the land for growing crops,2
"metaphor. It will provoke strong emotions or reactions, causing discomfort or controversy.","metaphor. It implies a disruptive or unruly behavior, similar to a crowd protesting or disrupting a performance",2
"literal. Describes physical action of bird fluffing up feathers for warmth, display, or communication.","literal. Describes physical action, no symbolic or figurative meaning implied",2
"literal. ""Ruffle"" is used to describe physically disturbing the fabric, not creating a decorative effect.","literal. Describes physical action, not symbolic or figurative meaning",2
"literal. The sugar will clog the fuel system and damage the engine, causing irreversible harm.","metaphor. It implies a harmful action or action on the part of the liquid, not a literal destruction",2
"metaphor. To add flavor, spice up, make more interesting or engaging.",metaphor. To prevent repetition and maximize audience participation,1
literal. To preserve meat and prevent spoilage.,"literal. Literal action of adding salt to meat, not a metaphorical use of salt",3
metaphor. To emphasize the strong and unpleasant smell.,"metaphor. The stench made us physically ill, like a bad smell in the air",2
"metaphor. To quickly look over or skim the information, not conducting a detailed or thorough reading.","metaphor. To indicate following or examining closely, without any figurative meaning or comparison",2
"literal. Describes a literal action of examining an image for medical purposes, not a metaphorical scan.","literal. Describing the physical action of seeing something, not using metaphorical language or comparison",2
metaphor. To indicate gathering or collecting a small amount of money through effort and resourcefulness.,"metaphor. To indicate a physical action or task, not a financial decision",2
literal. Literal action of the cat using its claws to scratch or claw at the armchair.,"literal. Describing physical action, no symbolic or figurative meaning implied",3
literal. Because it means to take control or possession of something by force or authority.,"literal. Literal action of taking by force, not a metaphorical use of ""seize""",3
literal. It is a literal statement about the brothers' occupation or business activity.,literal. Literal action of buying and selling goods for profit,3
"metaphor. It implies disruption, surprise, and emotional impact, like physical shaking would.",metaphor. The news caused a significant change in her mood or expectations,2
metaphor. To improve and strengthen the persuasiveness and effectiveness of our arguments.,metaphor. To emphasize the importance of sharpening or intensifying the debate,2
