sent1,sent2,label,matrics
literal. Literal action of physically wrapping and compressing the feet to restrict growth and movement.,literal. To physically secure and protect the feet of the women,0,"[0.37916941549029753, 0.0695143928398879, 1.54674658298039e-308, 1.54674658298039e-308, 0.4666666666666667, 0.07142857142857142, 0.3333333333333333, 0.2397260273972603]"
"metaphor. The spaceship is not actually on fire, but moving quickly and brightly through space.","metaphor. The spaceship made a fast, intense, and spectacular appearance in the sky",1,"[0.263816590510905, 0.14290065319340692, 0.07794581083276739, 1.9077870467055724e-308, 0.26666666666666666, 0.14285714285714285, 0.26666666666666666, 0.13513513513513511]"
metaphor. To criticize severely or rebuke harshly.,literal. The Senator physically damaged the administration's reputation and credibility with his harsh and negative speech,1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. ""Blur"" literally describes a visual impairment caused by the fog obstructing clear sight.","metaphor. The fog obscures vision, making it difficult to differentiate between objects",0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.14285714285714285, 0.07692307692307693, 0.14285714285714285, 0.18518518518518515]"
literal. It is a technical term related to increasing the voltage in an electrical circuit.,metaphor. To increase the voltage output or provide additional power for the circuit,0,"[0.13190829525545253, 0.07145032659670345, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.3333333333333333, 0.21428571428571427, 0.3333333333333333, 0.21326013513513511]"
literal. Describing the physical action of the ball rebounding off a surface.,"literal. Describes physical action, no symbolic or figurative meaning implied",0,"[0.1637461506155964, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.3333333333333333, 0.18181818181818182, 0.3333333333333333, 0.21657250470809788]"
literal. To show respect and honor.,literal. Bowing is a physical action that humans perform to show respect and obedience,0,"[0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.8333333333333334, 0.6, 0.8333333333333334, 0.7117647058823529]"
metaphor. It allows air flow and keeps the wearer cool and comfortable in hot weather.,"metaphor. Because it physically functions as a air-conditioner, creating a cooling effect on the skin",1,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.13333333333333333]"
literal. To allow the wine to aerate and release its aromas and flavors.,"literal. Because it refers to the natural process of oxygenation, not a metaphorical breath",0,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.15267175572519087]"
literal. Physical action of moving a brush against a surface is being described accurately.,"literal. Literal action of physically removing something from the surface, not using metaphorical language or comparison",0,"[0.1875, 0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.07692307692307693, 0.2857142857142857, 0.2222711267605634]"
"literal. The word ""brush"" is used non-metaphorically because it describes a physical action being performed.","literal. Literal action of physically removing something from surface, not using metaphorical language or comparison",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3125, 0.0, 0.1875, 0.13333333333333333]"
"metaphor. Creating and developing a stable, functional society with infrastructure, institutions, and systems for governance.","metaphor. To establish a new direction, a new model, or a new way of doing things",1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06622516556291391]"
"metaphor. The tension and anticipation were increasing gradually, creating a sense of excitement and anticipation.",metaphor. It implies a buildup or anticipation in the audience for the show's events,1,"[0.19951345279371915, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.26666666666666666, 0.0, 0.2, 0.1342281879194631]"
literal. Literal use: physically constructing new school buildings to provide education infrastructure for residents.,metaphor. To indicate the government is undertaking a large-scale construction project,0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.07142857142857142, 0.072992700729927]"
"literal. Literal transactional context, indicating the exchange of dedication for love with material goods or services.","metaphor. To convey a strong, intentional, and financial exchange between the two individuals",0,"[0.12214194735660788, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.125, 0.0, 0.0625, 0.06369426751592357]"
"metaphor. The office is busy with energetic and lively activity, creating a buzzing atmosphere.",metaphor. It implies a high level of activity or interest in the office,1,"[0.21368332584053448, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.35714285714285715, 0.07692307692307693, 0.21428571428571427, 0.22706834532374098]"
literal. Describing the sound of bees flying and moving around the hive.,"metaphor. Bees are not physically buzzing, but their buzzing sounds like a buzzing sound",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.08333333333333333, 0.0819672131147541]"
"metaphor. To convey a sense of struggle, determination, effort, and perseverance in reaching a goal.",literal. Literal action of climbing up a mountain by force,1,"[0.1213061319425267, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06896551724137931]"
metaphor. To show aggressive and ruthless behavior in attacking or criticizing the rival.,"metaphor. To indicate forceful or forceful action, not physical strength",1,"[0.22224546620451535, 0.08231313563130196, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.20122484689413825]"
metaphor. Sales were increasing rapidly after prices were reduced.,"metaphor. Sales increasing rapidly due to the action of lowering prices, attracting more customers",1,"[0.2857142857142857, 0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5555555555555556, 0.25, 0.5555555555555556, 0.39473684210526316]"
metaphor. To convey the idea of upward progression or advancement.,"literal. Literal description of physical movement, no figurative meaning implied",1,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.05000000000000001]"
"metaphor. Fear does not physically block the mind, but overwhelms and hinders clear thinking.","metaphor. To indicate a slow, repetitive, and overwhelming reaction or feeling to the information presented",1,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14184397163120566]"
metaphor. To describe the restriction or slowing down of movement until they were trained and controlled.,literal. Describing the horse's physical state of being clogged by the horses' many tasks,1,"[0.12383969996431167, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.1875, 0.06666666666666667, 0.1875, 0.0949367088607595]"
literal. The leaves physically block the flow of water in the drains.,"metaphor. Too many leaves slowing down the water's flow, causing a congestion",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.25, 0.08333333333333333]"
"metaphor. Clouds represent darkness, obscurity, and heaviness, mirroring the emotions of sadness on their faces.","metaphor. Because it implies a lack of clarity or emotion, like a person's face is covered with a thick layer of fog",1,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.0, 0.2, 0.09554140127388534]"
metaphor. To show how the stroke affected her memory or made it unclear and confused.,metaphor. The stroke obscured or obscured details or events related to her childhood experiences,1,"[0.26601793705829224, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.4, 0.07142857142857142, 0.26666666666666666, 0.2861670395227443]"
"literal. Describing physical appearance, not using cloud as metaphor for emotions or thoughts.","metaphor. The smoke obscured vision, creating a haze or fog-like appearance in the sky",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.03816793893129772]"
metaphor. It suggests his ideas influence and shape the content and perspective of his lectures.,metaphor. His political ideas influence his lectures and behavior,1,"[0.2852317327958845, 0.06417713987907402, 1.142391010069532e-308, 1.142391010069532e-308, 0.4666666666666667, 0.14285714285714285, 0.4, 0.2961033950617284]"
literal. Describing the physical action of adding color to the walls with paint.,literal. To apply a coating of color evenly and efficiently on the walls,0,"[0.38461538461538464, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.327991452991453]"
metaphor. Disease is not a literal message but can be transmitted like communication.,literal. Literal action of spreading information about a disease to prevent infection,1,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.23076923076923078, 0.0, 0.07692307692307693, 0.11627906976744186]"
literal. The sentence describes a literal act of sharing information or feelings with another person.,"metaphor. The sentence describes a physical act of communicating, not a metaphorical concept or emotion",0,"[0.4666666666666667, 0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 0.4666666666666667, 0.2857142857142857, 0.4666666666666667, 0.4231292517006803]"
literal. Both are historical societies with similar levels of power and influence in their respective regions.,metaphor. To show that the two systems are similar or identical,0,"[0.1154066216255058, 1.412335412826535e-308, 1.412335412826535e-308, 1.412335412826535e-308, 0.125, 0.0, 0.125, 0.06451612903225806]"
"literal. The car is inferior in quality, performance, and luxury compared to our Mercedes line.","literal. Both cars have similar characteristics and performance, but one is more expensive or advanced",0,"[0.26666666666666666, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2, 0.16666666666666666]"
literal. The statement is a factual description of Beethoven's creative process in writing music.,metaphor. To describe the composer's intense and creative focus on creating music,0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.07246376811594203]"
"literal. Literal instruction for using a digital or electronic dictionary, not a metaphorical or symbolic meaning.",literal. Literal instruction for using a computer for a specific task,0,"[0.4039231756892703, 0.31736820947014094, 0.2821050750845697, 0.23802615710260572, 0.4375, 0.3333333333333333, 0.4375, 0.4094799210006583]"
"literal. Referring to the process of automating tasks using computer technology, not a metaphorical transformation.","metaphor. To make it more efficient, automated, and effective",0,"[0, 0, 0, 0, 0.2, 0.0, 0.13333333333333333, 0.034722222222222224]"
"metaphor. Limited time, urgency, need for quick action, efficiency, simplification, prioritization, streamlining processes.","metaphor. To make it more concise, to provide a brief overview, to simplify information for understanding",1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.07518796992481204]"
"metaphor. Feelings cannot physically condense; metaphorically indicates intense, concentrated emotions or thoughts.","metaphor. To describe the rapid accumulation of emotions, feelings, or thoughts",1,"[0.16601831205132045, 2.031716533983919e-308, 2.031716533983919e-308, 2.031716533983919e-308, 0.4166666666666667, 0.09090909090909091, 0.3333333333333333, 0.08403361344537816]"
literal. Refers to the physical process of matter coming together due to gravity and cooling.,metaphor. Condensation is a physical process where gas turns into liquid due to temperature change,0,"[0.26666666666666666, 0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.14285714285714285, 0.26666666666666666, 0.25]"
"metaphor. Earthquakes cause violent shaking and disruption, similar to convulsions in the body.",metaphor. The earthquakes caused widespread destruction and destruction of property,1,"[0.1481636441363436, 1.6483752567447546e-308, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.38461538461538464, 0.08333333333333333, 0.3076923076923077, 0.2929133858267717]"
"literal. It describes involuntary muscle spasms or contractions, not a metaphorical expression of emotion.","literal. Because it describes a physical reaction or movement, not an abstract concept or emotion",0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.07692307692307693, 0.42857142857142855, 0.3024034672970843]"
"metaphor. Maggots were covering the cheese, appearing to move slowly like they were crawling.","metaphor. The old cheese was crawling with maggots, a common occurrence in old cheese",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.0, 0.2857142857142857, 0.07142857142857142]"
literal. The crocodile is a real animal that physically moves along the riverbed.,"literal. Describing the movement of the crocodile, not implying a literal crawl",0,"[0.23001110365733082, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.38461538461538464, 0.08333333333333333, 0.3076923076923077, 0.19379844961240314]"
"metaphor. It signifies the pinnacle of the meeting, highlighting its importance and impact on attendees.",metaphor. It signifies the speaker's eloquence or influence on the audience's understanding,1,"[0.38940039153570244, 0.21240021356492858, 0.155760156614281, 0.0865334203412672, 0.4, 0.21428571428571427, 0.3333333333333333, 0.38265306122448983]"
"literal. Literal ceremony, traditional symbol of royalty, official recognition of power and authority.",literal. The sentence describes a literal event of a person being crowned or being acknowledged as the rightful heir to the throne,0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.1079136690647482]"
"literal. The action of crushing physically occurred, no emotional or romantic connotation present.","literal. Literal action of vehicle hitting toy forcefully, not a figurative expression",0,"[0.23001110365733082, 0.08364040132993847, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.19810508182601205]"
"literal. Literal action of physically flattening or compacting the can, no emotional or romantic connotation.","literal. Literal action of physically pressing down on the can, not using the word ""crush""",0,"[0.4666666666666667, 0.3571428571428572, 0.23076923076923078, 0.16666666666666669, 0.4666666666666667, 0.35714285714285715, 0.4666666666666667, 0.5]"
"literal. Describing the action of splashing or sprinkling paint, not indicating speed or urgency.","metaphor. Describes physical movement, not a conceptual concept or figure of speech",0,"[0.2116204312226535, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.14492753623188406]"
metaphor. To decrease the value or purchasing power of the currency.,metaphor. To decrease the value of the currency by causing it to lose value,1,"[0.5, 0.38461538461538464, 0.25, 0.18181818181818182, 0.7272727272727273, 0.6, 0.7272727272727273, 0.5065920173379086]"
metaphor. The measures caused a decrease in economic activity or confidence.,metaphor. The new measures caused a decrease in economic activity due to inflation,1,"[0.6923076923076923, 0.5833333333333334, 0.45454545454545453, 0.4, 0.8181818181818182, 0.7, 0.8181818181818182, 0.7991622574955908]"
literal. Because balloons can physically lose air and decrease in size.,"metaphor. The balloons burst or inflated, not physically reduced in size or weight",0,"[0.23076923076923078, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.1, 0.36363636363636365, 0.13392857142857142]"
literal. To describe a physical creation or product.,literal. Design is used as a directive verb to describe the action of designing something new and unique,0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.14285714285714285, 0.375, 0.3506944444444445]"
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.",metaphor. To indicate the writer's complete and utter destruction of the work,1,"[0.10987343836674063, 1.4668590927248608e-308, 1.4668590927248608e-308, 1.4668590927248608e-308, 0.17647058823529413, 0.0, 0.17647058823529413, 0.060606060606060615]"
"literal. Literal action of eating, no indication of figurative consumption or destruction.","metaphor. To indicate the physical action of eating something quickly and completely, not a metaphorical use of ""devour""",0,"[0.16666666666666669, 0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4166666666666667, 0.18181818181818182, 0.3333333333333333, 0.2504960317460318]"
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,metaphor. It implies a lack of understanding or attention to details,1,"[0.15806680330494804, 1.289604477082714e-308, 1.289604477082714e-308, 1.289604477082714e-308, 0.23529411764705882, 0.0, 0.17647058823529413, 0.12195121951219512]"
literal. Lack of lactase enzyme or lactose intolerance.,metaphor. It implies a lack of understanding or ability to process information quickly and efficiently,0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.14285714285714285, 0.375, 0.2937420178799489]"
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. Literal action of consuming food in a physical setting, not using metaphorical language or comparison",1,"[0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.18181818181818182, 0.04347826086956522]"
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","metaphor. To indicate a quick and decisive action by the officer, not a literal physical takedown",0,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.38461538461538464, 0.0, 0.15384615384615385, 0.11278195488721804]"
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.",metaphor. It implies a physical and emotional decrease in performance due to stress and effort,1,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10638297872340424]"
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.","literal. Describing the movement of liquid waste, not implying a physical drain",0,"[0.12980013051190084, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.10204081632653061]"
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphor. Investors were uncertain, lack direction, or were not actively buying or selling securities",1,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.0819672131147541]"
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.",metaphor. The guest felt uncomfortable or unwelcome in the presence of the stranger,1,"[0.36642584206982365, 0.13232044296965856, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.375, 0.13333333333333333, 0.375, 0.22292993630573246]"
"literal. Describing a physical action, no implied comparison or symbolism.","literal. Literal action of moving boats from one place to another, not a metaphor for drifting or deviation",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.0, 0.3, 0.1388888888888889]"
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,metaphor. To indicate consuming or expressing strong emotions or feelings directly and directly in the form of drink,1,"[0.2222222222222222, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.0, 0.2727272727272727, 0.17094017094017094]"
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.",literal. To indicate consuming or receiving liquid quickly and efficiently,0,"[0.20109601381069178, 0.07448000511507102, 1.491511611267286e-308, 1.491511611267286e-308, 0.2, 0.07142857142857142, 0.2, 0.18790849673202614]"
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphor. Too much alcohol consumed, causing suffocation or drowning",1,"[0.11409269311835378, 1.142391010069532e-308, 1.142391010069532e-308, 1.142391010069532e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06944444444444445]"
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.","literal. Literal action of losing control of the body, not a metaphorical expression",0,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06756756756756756]"
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.","literal. Literal action of dumping something out of a vehicle, not a metaphorical expression",0,"[0.42857142857142855, 0.30769230769230765, 0.16666666666666669, 0.0909090909090909, 0.5, 0.38461538461538464, 0.5, 0.4803206997084548]"
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","metaphor. The study produced results that were interesting and new, similar to what had previously been discovered",1,"[0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.07142857142857142, 0.26666666666666666, 0.16447368421052633]"
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.",literal. It is a literal action to remove a symbol or writing from a surface,0,"[0.3333333333333333, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4666666666666667, 0.07142857142857142, 0.4, 0.2842592592592593]"
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. The sentence describes a physical reaction or occurrence of pain, not a conceptual change or development",1,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.13333333333333333, 0.0986842105263158]"
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.",metaphor. It means there was a large-scale public protest or uproar due to a significant event or change,1,"[0.2222222222222222, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.1234567901234568]"
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.","literal. The sentence describes a physical event of a bottle exploding, not a metaphorical explosion",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.06666666666666667]"
literal. The enemy physically detonated explosives to destroy the bridge.,metaphor. The sentence describes an actual event of an enemy detonating a bomb in a crowded area,0,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.3, 0.14018691588785046]"
literal. The action is literal and describes physically securing an object in place.,"literal. Literal action of fastening, no figurative meaning implied",0,"[0.14248453076221212, 1.4266737208830245e-308, 1.4266737208830245e-308, 1.4266737208830245e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.11904761904761907]"
literal. To convert sugars to alcohol through the process of fermentation.,"metaphor. To promote fermentation, enhance flavor, and create a strong alcoholic beverage",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.0, 0.18181818181818182, 0.09009009009009009]"
literal. Literal action of water physically entering the pool.,"literal. Describes physical action, no abstract concept or comparison present",0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2222222222222222, 0.10989010989010987]"
metaphor. To emphasize speed and efficiency in communication.,"metaphor. It conveys a quick, accurate, and clear message to subordinates or readers",1,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.0, 0.25, 0.1764705882352941]"
"literal. Describing a physical action, not a metaphorical representation.","metaphor. The lights were moving rapidly and brightly, appearing bright and new",0,"[0, 0, 0, 0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]"
metaphor. To allow market forces to determine its value.,metaphor. To indicate a sudden and temporary exchange of money for goods and services,1,"[0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.125, 0.2222222222222222, 0.10526315789473684]"
"metaphor. The idea is not finalized or concrete, it is being suggested or considered.",metaphor. To indicate floating or uncertain action or proposal,1,"[0.1912511402458109, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.11111111111111112]"
metaphor. To indicate an overwhelming amount of tennis shoes being introduced into the market.,literal. To prevent flooding and maximize sales,1,"[0.05255420588163462, 8.18558927632837e-309, 8.18558927632837e-309, 8.18558927632837e-309, 0.07142857142857142, 0.0, 0.07142857142857142, 0.03759398496240601]"
"literal. Describes actual event of river overflowing and inundating area, not symbolic or figurative language.","literal. Describes a physical occurrence of water moving from one place to another, not a metaphorical flood",0,"[0.23529411764705885, 0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.24473684210526317]"
