sent1,sent2,label,matrics
metaphor. To describe the restriction or slowing down of movement until they were trained and controlled.,"literal. ""Clog"" originally meant a wooden shoe or block attached to a horse's foot.",1,"[0.06191984998215582, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.125, 0.0, 0.0625, 0.06329113924050632]"
literal. The leaves physically block the flow of water in the drains.,literal. Leaves physically block or obstruct the flow of water in the drains.,0,"[0.7692307692307693, 0.5833333333333334, 0.45454545454545453, 0.4, 0.9166666666666666, 0.7272727272727273, 0.9166666666666666, 0.8998702274434806]"
"metaphor. Clouds represent darkness, obscurity, and heaviness, mirroring the emotions of sadness on their faces.","metaphor. ""Clouded"" describes an emotional state, not a physical weather phenomenon.",1,"[0.06319490258171626, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.2, 0.07142857142857142, 0.2, 0.0684931506849315]"
metaphor. To show how the stroke affected her memory or made it unclear and confused.,"metaphor. ""Cloud"" represents a mental fog or obscurity, not a physical atmospheric phenomenon.",1,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06756756756756756]"
"literal. Describing physical appearance, not using cloud as metaphor for emotions or thoughts.","literal. ""Cloud"" refers to a visible mass of smoke in the air.",0,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.03875968992248062]"
metaphor. It suggests his ideas influence and shape the content and perspective of his lectures.,"metaphor. ""Color"" refers to influence or tone, not a visual property.",1,"[0.1263898051634325, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.0684931506849315]"
literal. Describing the physical action of adding color to the walls with paint.,"literal. ""Color"" refers to the physical property of paint applied to walls.",0,"[0.38335183942888473, 0.16728080265987696, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.6153846153846154, 0.16666666666666666, 0.46153846153846156, 0.19379844961240314]"
metaphor. Disease is not a literal message but can be transmitted like communication.,"literal. ""Communicate"" means to transmit or convey, as in spreading a disease from one person to another.",1,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.38461538461538464, 0.0, 0.15384615384615385, 0.11194029850746269]"
"literal. Possible reasons could include a strained relationship, lack of effort, or unresolved conflict.",literal. Refers to the act of exchanging information or ideas through verbal or nonverbal means.,0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10638297872340424]"
literal. The sentence describes a literal act of sharing information or feelings with another person.,literal. Direct verbal expression of thoughts or feelings from one person to another.,0,"[0.263816590510905, 0.07145032659670345, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4, 0.07142857142857142, 0.3333333333333333, 0.21326013513513511]"
literal. Both are historical societies with similar levels of power and influence in their respective regions.,"literal. ""Compare"" means to identify similarities and differences between two entities.",0,"[0.1154066216255058, 1.412335412826535e-308, 1.412335412826535e-308, 1.412335412826535e-308, 0.1875, 0.0, 0.1875, 0.09677419354838708]"
"literal. The car is inferior in quality, performance, and luxury compared to our Mercedes line.","metaphor. ""Compare"" implies a similarity or equivalence that is not literally possible.",0,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.2, 0.0, 0.06666666666666667, 0.03401360544217687]"
literal. The statement is a factual description of Beethoven's creative process in writing music.,"literal. ""Compose"" refers to the actual creation of music, a tangible artistic work.",0,"[0.21368332584053448, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.17985611510791366]"
"literal. Literal instruction for using a digital or electronic dictionary, not a metaphorical or symbolic meaning.","literal. ""Computerized"" describes a dictionary that uses a computer, not a figurative concept.",0,"[0.24428389471321574, 0.06616022148482927, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.375, 0.13333333333333333, 0.3125, 0.2840764331210191]"
"literal. Referring to the process of automating tasks using computer technology, not a metaphorical transformation.","literally. ""Computerized"" refers to the actual installation of computers in the industry.",0,"[0.19470019576785122, 0.07080007118830953, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.4, 0.14285714285714285, 0.4, 0.25306122448979596]"
"metaphor. Limited time, urgency, need for quick action, efficiency, simplification, prioritization, streamlining processes.","metaphor. ""Condense"" implies reduction of complexity, not physical compression.",1,"[0.07124226538110606, 1.4266737208830245e-308, 1.4266737208830245e-308, 1.4266737208830245e-308, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03968253968253969]"
"metaphor. Feelings cannot physically condense; metaphorically indicates intense, concentrated emotions or thoughts.",metaphor. Feelings are abstract and cannot physically condense like a gas or liquid.,1,"[0.38461538461538464, 0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.2727272727272727, 0.5, 0.368595041322314]"
literal. Refers to the physical process of matter coming together due to gravity and cooling.,literal. Refers to the physical process of gas and dust coalescing into solid bodies.,0,"[0.5320358741165845, 0.42972128294031825, 0.3879428248766762, 0.3385682835287356, 0.5333333333333333, 0.42857142857142855, 0.5333333333333333, 0.5033557046979866]"
"metaphor. Earthquakes cause violent shaking and disruption, similar to convulsions in the body.","metaphorical. Earthquakes cannot physically convulse like a living being, but rather cause violent shaking.",1,"[0.21428571428571425, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.25, 0.38461538461538464, 0.283969465648855]"
"literal. It describes involuntary muscle spasms or contractions, not a metaphorical expression of emotion.","Please refer to relevant websites for more information, and feel free to ask me any other questions.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"metaphor. Maggots were covering the cheese, appearing to move slowly like they were crawling.","literal. ""Crawl"" describes the physical movement of maggots on the cheese's surface.",1,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.2857142857142857, 0.07692307692307693, 0.21428571428571427, 0.10869565217391303]"
literal. The crocodile is a real animal that physically moves along the riverbed.,literal. The sentence describes a physical action of a crocodile moving on its belly.,0,"[0.2857142857142857, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.36610063872877396]"
"metaphor. It signifies the pinnacle of the meeting, highlighting its importance and impact on attendees.","metaphor. ""Crowned"" means to culminate or be the highlight, not a physical crown.",1,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.2, 0.0, 0.2, 0.06756756756756756]"
"literal. Literal ceremony, traditional symbol of royalty, official recognition of power and authority.",literal. The sentence refers to a physical ceremony where a crown is placed on the prince's head.,0,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.0373134328358209]"
"literal. The action of crushing physically occurred, no emotional or romantic connotation present.","literal. ""Crush"" describes physical destruction or compression of the toy by the car's weight.",0,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.0, 0.3076923076923077, 0.19083969465648856]"
"literal. Literal action of physically flattening or compacting the can, no emotional or romantic connotation.","literal. The physical action of compressing the can is intended, not a figurative defeat.",0,"[0.26601793705829224, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.4, 0.14285714285714285, 0.3333333333333333, 0.3430275913497391]"
literal. It is a physical action that involves manipulating hair into curls.,"literal. ""Curl"" refers to the physical act of shaping hair into curved locks.",0,"[0.30769230769230765, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4166666666666667, 0.09090909090909091, 0.3333333333333333, 0.2608471074380165]"
"literal. Describing the action of splashing or sprinkling paint, not indicating speed or urgency.","literal. ""Dashed"" describes the physical mixture of blue and white paint.",0,"[0.20762737819005644, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.35714285714285715, 0.07692307692307693, 0.35714285714285715, 0.2303832116788321]"
metaphor. To decrease the value or purchasing power of the currency.,"metaphorical. Currency is an abstract concept, cannot be physically deflated like a balloon.",1,"[0, 0, 0, 0, 0.18181818181818182, 0.0, 0.18181818181818182, 0.0]"
metaphor. The measures caused a decrease in economic activity or confidence.,"metaphor. ""Deflate"" is used to describe a decline in economic activity, not air pressure.",1,"[0.2857142857142857, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.45454545454545453, 0.2, 0.45454545454545453, 0.2793141592920354]"
literal. Because balloons can physically lose air and decrease in size.,"literal. The subject ""balloons"" is a physical object that can literally lose air and shrink.",0,"[0.3333333333333333, 0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 0.6363636363636364, 0.2, 0.5454545454545454, 0.44834307992202727]"
literal. To describe a physical creation or product.,"literal. ""Designed"" refers to the actual creation of a physical garment, a suit.",0,"[0.30769230769230765, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.625, 0.14285714285714285, 0.5, 0.2941176470588235]"
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.","metaphor. ""Devour"" is used to describe reading, not eating, implying intense enthusiasm and absorption.",1,"[0.1153025352864842, 1.7958965995989704e-308, 1.7958965995989704e-308, 1.7958965995989704e-308, 0.17647058823529413, 0.0, 0.17647058823529413, 0.05988023952095809]"
"literal. Literal action of eating, no indication of figurative consumption or destruction.","metaphorical. ""Devour"" implies a fierce or voracious appetite, beyond mere eating.",0,"[0.08300915602566021, 2.031716533983919e-308, 2.031716533983919e-308, 2.031716533983919e-308, 0.16666666666666666, 0.0, 0.08333333333333333, 0.04201680672268908]"
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,"metaphor. ""Digest"" refers to mental processing, not physical breakdown of food.",1,"[0.15806680330494804, 1.289604477082714e-308, 1.289604477082714e-308, 1.289604477082714e-308, 0.23529411764705882, 0.0, 0.17647058823529413, 0.09146341463414633]"
literal. Lack of lactase enzyme or lactose intolerance.,"literal. ""Digest"" refers to the physical process of breaking down food in the body.",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.11627906976744187]"
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. ""Down"" means to swallow or consume food or drink in this context.",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.18181818181818182, 0.08928571428571429]"
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","literal. ""Downed"" means physically knocked or brought to the ground in this context.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.07692307692307693]"
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.","metaphor. ""Drain"" is not physically removing energy from the body, but conveying exhaustion.",1,"[0.21368332584053448, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.35714285714285715, 0.0, 0.35714285714285715, 0.14388489208633093]"
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.","literal. ""Drain"" refers to the physical flow of water from one place to another.",0,"[0.26601793705829224, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.2118288590604027]"
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphor. ""Drift"" implies a slow, unintentional movement, like a boat drifting on water.",1,"[0.23076923076923078, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.09090909090909091, 0.3333333333333333, 0.16528925619834708]"
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.","metaphor. ""Drifted"" implies aimless movement, without a specific direction or purpose, like a floating object.",1,"[0.18710139700632356, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.1875, 0.0, 0.1875, 0.09433962264150944]"
"literal. Describing a physical action, no implied comparison or symbolism.","literal. ""Drift"" refers to the physical movement of boats carried by the current.",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.09708737864077671]"
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,"metaphor. ""Drinks in"" implies absorbing or taking pleasure in, rather than consuming a beverage.",1,"[0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.45454545454545453, 0.2, 0.45454545454545453, 0.33185840707964603]"
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.",literal. The sentence refers to the physical act of consuming a liquid.,0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.07246376811594203]"
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphor. ""Drown"" is used to convey emotional overwhelm, not physical suffocation.",1,"[0.06319490258171626, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.2, 0.0, 0.2, 0.0684931506849315]"
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.",literal. The sentence describes a physical action of a child dying in a lake.,0,"[0.26601793705829224, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.07142857142857142, 0.26666666666666666, 0.16778523489932884]"
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.",literal. The sentence describes a physical action of a truck unloading garbage.,0,"[0.35270071870442254, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.35714285714285715, 0.07692307692307693, 0.2857142857142857, 0.26956521739130435]"
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","metaphor. Results can't physically come out of a study, but rather become apparent.",1,"[0.3297707381386313, 0.14290065319340692, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4666666666666667, 0.21428571428571427, 0.4, 0.3013513513513513]"
literal. - Indicates physically inscribing or etching the owner's name onto the pen for identification.,"literal. The word ""engrave"" refers to physically carving or etching the name onto the pen.",0,"[0.5333333333333333, 0.2857142857142857, 0.15384615384615385, 2.2250738585072626e-308, 0.6, 0.35714285714285715, 0.6, 0.5]"
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.",literal. The formula is a physical mark on the blackboard that can be physically removed.,0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5333333333333333, 0.21428571428571427, 0.3333333333333333, 0.2842592592592593]"
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. The word ""erupt"" describes a physical phenomenon, a sudden appearance of a rash.",1,"[0.19951345279371915, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.1342281879194631]"
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.","metaphor. ""Erupt"" is used to describe a sudden outbreak of unrest, not a physical explosion.",1,"[0.4989370586835295, 0.20046578250677521, 0.07196207577166291, 2.081572136844798e-308, 0.5625, 0.2, 0.3125, 0.25157232704402516]"
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.",literal. The sentence describes a physical event where a champagne bottle bursts open.,0,"[0.06595414762772626, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.06756756756756756]"
