sent1,sent2,label,matrics
"metaphor. Creating and developing a stable, functional society with infrastructure, institutions, and systems for governance.",literal. Building a nation involves physical construction and development of infrastructure and institutions.,1,"[0.19786244288317878, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4, 0.07142857142857142, 0.26666666666666666, 0.21326013513513511]"
"metaphor. The tension and anticipation were increasing gradually, creating a sense of excitement and anticipation.",metaphorical. Suspense is not a physical structure that can be built; it is intensifying.,1,"[0.06650448426457305, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.03355704697986577]"
literal. Literal use: physically constructing new school buildings to provide education infrastructure for residents.,"literal. ""Building"" new schools refers to physically constructing them, not using metaphorical language.",0,"[0.3561388764008908, 0.077163423220193, 2.060331790082205e-308, 2.060331790082205e-308, 0.5714285714285714, 0.15384615384615385, 0.2857142857142857, 0.36770583533173457]"
"metaphor. ""Buy"" means believe or accept, not purchase.","literal. Refers to purchasing something, indicating the speaker does not believe the story.",1,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.0, 0.125, 0.11764705882352941]"
"literal. Literal transactional context, indicating the exchange of dedication for love with material goods or services.","metaphor. Love cannot be bought, indicating a symbolic or non-literal intention in the sentence.",0,"[0.18575954994646748, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.3125, 0.0, 0.125, 0.12658227848101264]"
"metaphor. The office is busy with energetic and lively activity, creating a buzzing atmosphere.",metaphor. The office cannot physically buzz; it implies a high level of energy and movement.,1,"[0.3333333333333333, 0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 0.42857142857142855, 0.15384615384615385, 0.2857142857142857, 0.31631205673758866]"
literal. Describing the sound of bees flying and moving around the hive.,literal. Bees are insects known to make a buzzing sound as they fly.,0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.12396694214876033]"
"metaphor. Metaphorically means she charmed or attracted them, not physically captured them.","metaphorical. Hearts cannot be physically captured, implying an emotional impact on the men.",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.09090909090909091, 0.25, 0.04132231404958677]"
"metaphor. To convey a sense of struggle, determination, effort, and perseverance in reaching a goal.","metaphor. Humans do not have claws, therefore the use of ""claw"" is metaphorical.",1,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06756756756756756]"
metaphor. To show aggressive and ruthless behavior in attacking or criticizing the rival.,literal. Physically impossible for a politician to claw someone due to lack of claws.,1,"[0, 0, 0, 0, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03816793893129772]"
metaphor. Sales were increasing rapidly after prices were reduced.,"metaphorical. Sales cannot physically climb, indicating an increase in sales over time.",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.125, 0.3333333333333333, 0.10752688172043011]"
metaphor. To convey the idea of upward progression or advancement.,"literal. ""climbed"" describes physical movement up the hill, not a metaphorical concept.",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.1, 0.09803921568627452]"
"metaphor. Fear does not physically block the mind, but overwhelms and hinders clear thinking.","metaphorical. Fear cannot physically clog the mind, implying a blockage of thoughts or emotions.",1,"[0.2857142857142857, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.15384615384615385, 0.35714285714285715, 0.22544642857142855]"
metaphor. To describe the restriction or slowing down of movement until they were trained and controlled.,"literal. Horses cannot physically be clogged, indicating a metaphorical usage is not present.",1,"[0, 0, 0, 0, 0.0625, 0.0, 0.0625, 0.0]"
literal. The leaves physically block the flow of water in the drains.,"literal. Leaves physically block the flow of water in drains, causing a clog.",0,"[0.6153846153846154, 0.5, 0.45454545454545453, 0.4, 0.8333333333333334, 0.6363636363636364, 0.8333333333333334, 0.7111519232731354]"
"metaphor. Clouds represent darkness, obscurity, and heaviness, mirroring the emotions of sadness on their faces.","metaphor. Faces cannot physically be clouded with sadness, indicating a metaphorical use of ""clouded.""",1,"[0.13300896852914612, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.0, 0.2, 0.10067114093959734]"
metaphor. To show how the stroke affected her memory or made it unclear and confused.,"metaphorical. Memories cannot physically be clouded, indicating a mental fog or confusion.",1,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.06802721088435373]"
"literal. Describing physical appearance, not using cloud as metaphor for emotions or thoughts.","literal. The word ""smoke"" implies a physical cloud of smoke rising above the houses.",0,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.11450381679389314]"
metaphor. It suggests his ideas influence and shape the content and perspective of his lectures.,"metaphor. His political ideas influence the tone and perspective of his lectures, not physically coloring them.",1,"[0.5, 0.26666666666666666, 0.14285714285714285, 0.07692307692307693, 0.6666666666666666, 0.35714285714285715, 0.6666666666666666, 0.5449268252800262]"
literal. Describing the physical action of adding color to the walls with paint.,"literal. ""Color"" is used to instruct painting the walls with actual paint, not figuratively altering them.",0,"[0.3125, 0.13333333333333333, 0.07142857142857141, 2.2250738585072626e-308, 0.5384615384615384, 0.16666666666666666, 0.5384615384615384, 0.3353383458646617]"
metaphor. Disease is not a literal message but can be transmitted like communication.,literal. Diseases can be physically transmitted through various means of communication.,1,"[0.30318287930006566, 0.08337529180751807, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.290625]"
"literal. Possible reasons could include a strained relationship, lack of effort, or unresolved conflict.",literal. The word is used to describe a lack of verbal or written communication between individuals.,0,"[0.3125, 0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.07692307692307693, 0.35714285714285715, 0.26197183098591553]"
literal. The sentence describes a literal act of sharing information or feelings with another person.,"literal. The word ""communicated"" is used in a straightforward manner to indicate speaking with someone.",0,"[0.26666666666666666, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.21041666666666667]"
literal. Both are historical societies with similar levels of power and influence in their respective regions.,literal. It is used to analyze similarities and differences between two historical periods.,0,"[0.18321292103491182, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.25, 0.0, 0.1875, 0.12738853503184713]"
"literal. The car is inferior in quality, performance, and luxury compared to our Mercedes line.",literal. Comparing the car to the line of Mercedes based on features and quality.,0,"[0.33252242132286536, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.6, 0.07142857142857142, 0.3333333333333333, 0.23489932885906042]"
literal. The statement is a factual description of Beethoven's creative process in writing music.,"literal. Beethoven physically wrote and created nine symphonies, not using a metaphorical meaning.",0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.2, 0.0, 0.13333333333333333, 0.10791366906474818]"
"literal. Literal instruction for using a digital or electronic dictionary, not a metaphorical or symbolic meaning.",literal. Refers to using a dictionary that is in electronic format or stored on a computer.,0,"[0.375, 0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4375, 0.06666666666666667, 0.3125, 0.2664930555555556]"
"literal. Referring to the process of automating tasks using computer technology, not a metaphorical transformation.",literal. The sentence is describing the process of implementing computers and technology in the car industry.,0,"[0.25, 0.13333333333333333, 0.07142857142857141, 2.2250738585072626e-308, 0.4, 0.14285714285714285, 0.4, 0.2463576158940397]"
"metaphor. Limited time, urgency, need for quick action, efficiency, simplification, prioritization, streamlining processes.","literal. The plan was physically shortened in time, without any metaphorical language used.",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.038461538461538464]"
"metaphor. Feelings cannot physically condense; metaphorically indicates intense, concentrated emotions or thoughts.",metaphor. Feelings cannot physically condense; this refers to emotions becoming more intense or concentrated.,1,"[0.5, 0.30769230769230765, 0.25, 0.18181818181818182, 0.75, 0.36363636363636365, 0.5833333333333334, 0.5511876881900302]"
literal. Refers to the physical process of matter coming together due to gravity and cooling.,literal. Refers to physical process of planets forming from material in space.,0,"[0.38940039153570244, 0.28320028475323816, 0.155760156614281, 1.7328892633971685e-308, 0.4, 0.2857142857142857, 0.4, 0.38265306122448983]"
"metaphor. Earthquakes cause violent shaking and disruption, similar to convulsions in the body.","literal. Earthquakes physically shake and disrupt the land, causing convulsions in the countryside.",1,"[0.38461538461538464, 0.16666666666666669, 0.0909090909090909, 2.2250738585072626e-308, 0.6153846153846154, 0.3333333333333333, 0.5384615384615384, 0.48822605965463106]"
"literal. It describes involuntary muscle spasms or contractions, not a metaphorical expression of emotion.","literal. The word ""convulsed"" implies a sudden, involuntary contraction of muscles, which is a literal action.",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.0, 0.2857142857142857, 0.14084507042253522]"
"metaphor. Maggots were covering the cheese, appearing to move slowly like they were crawling.","literal. Maggots are physically moving on the cheese, indicating a literal interpretation.",1,"[0.2116204312226535, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.2857142857142857, 0.07692307692307693, 0.21428571428571427, 0.22871376811594205]"
literal. The crocodile is a real animal that physically moves along the riverbed.,"literal. Crocodiles physically move by crawling along the riverbed, not metaphorically.",0,"[0.30318287930006566, 0.08337529180751807, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.5384615384615384, 0.25, 0.5384615384615384, 0.3993055555555555]"
"metaphor. It signifies the pinnacle of the meeting, highlighting its importance and impact on attendees.","metaphor. A speech cannot physically crown a meeting, it symbolically represents the highlight or conclusion.",1,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.16666666666666666]"
"literal. Literal ceremony, traditional symbol of royalty, official recognition of power and authority.",literal. The prince was literally given a crown as a symbol of his royal status.,0,"[0.2, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.08333333333333333, 0.3076923076923077, 0.15151515151515152]"
"literal. The action of crushing physically occurred, no emotional or romantic connotation present.","literal. The word ""crushed"" is describing a physical action that actually occurred.",0,"[0.23001110365733082, 0.08364040132993847, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.2446705426356589]"
"literal. Literal action of physically flattening or compacting the can, no emotional or romantic connotation.",literal. The action of physically flattening an aluminum can is meant to be taken literally.,0,"[0.3333333333333333, 0.21428571428571425, 0.15384615384615385, 0.08333333333333333, 0.5333333333333333, 0.21428571428571427, 0.4, 0.37500000000000006]"
literal. It is a physical action that involves manipulating hair into curls.,literal. Refers to physically curling hair using a curling iron or other hair styling tool.,0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4166666666666667, 0.0, 0.3333333333333333, 0.16260162601626016]"
"literal. Describing the action of splashing or sprinkling paint, not indicating speed or urgency.",literal. Describes the physical act of splashing white paint onto blue paint.,0,"[0.28216057496353797, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.42857142857142855, 0.23076923076923078, 0.42857142857142855, 0.3507246376811594]"
metaphor. To decrease the value or purchasing power of the currency.,"literal. The term ""deflate"" is used in its literal sense to mean reducing the value of the currency.",1,"[0.2777777777777778, 0.17647058823529413, 0.0625, 2.2250738585072626e-308, 0.5454545454545454, 0.3, 0.5454545454545454, 0.4807692307692307]"
metaphor. The measures caused a decrease in economic activity or confidence.,"metaphor. The term ""deflated"" is used to describe a decrease in the economy, not a physical deflation.",1,"[0.29411764705882354, 0.1875, 0.06666666666666667, 2.2250738585072626e-308, 0.45454545454545453, 0.3, 0.45454545454545453, 0.32068965517241377]"
literal. Because balloons can physically lose air and decrease in size.,"literal. Balloons can physically deflate by releasing air, without any metaphorical meaning.",0,"[0.25, 0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.45454545454545453, 0.2, 0.45454545454545453, 0.33783783783783783]"
literal. To describe a physical creation or product.,literal. Chanel physically created and planned the famous suit.,0,"[0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.1234567901234568]"
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.","literal. The word ""devoured"" is often used metaphorically to mean read quickly and eagerly.",1,"[0.1153025352864842, 1.7958965995989704e-308, 1.7958965995989704e-308, 1.7958965995989704e-308, 0.29411764705882354, 0.0, 0.23529411764705882, 0.05988023952095809]"
"literal. Literal action of eating, no indication of figurative consumption or destruction.","literal. The word ""devoured"" is commonly used to describe eating quickly and eagerly.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.04132231404958677]"
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,"metaphorical. The speaker is not referring to physically digesting information, but processing it mentally.",1,"[0.2306050705729684, 0.06208598053887611, 1.7958965995989704e-308, 1.7958965995989704e-308, 0.47058823529411764, 0.125, 0.35294117647058826, 0.22275449101796405]"
literal. Lack of lactase enzyme or lactose intolerance.,literal. Refers to the inability of the speaker's body to properly break down milk products.,0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.1149425287356322]"
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. ""Down"" is used to describe consuming food quickly, without any metaphorical comparison.",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.0, 0.2727272727272727, 0.08928571428571429]"
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","literal. The word ""downed"" indicates physically bringing someone to the ground in a forceful manner.",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.07575757575757576]"
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.",metaphorical. Energy cannot physically be drained from the body during exercise.,1,"[0.06920912606335215, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.10948905109489049]"
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.",literal. The sentence describes the physical action of rain water flowing into a vat.,0,"[0.33252242132286536, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.07142857142857142, 0.3333333333333333, 0.24966442953020132]"
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphorical. Stocks cannot physically drift, indicating a gradual, aimless movement in the market.",1,"[0.38461538461538464, 0.16666666666666669, 0.0909090909090909, 2.2250738585072626e-308, 0.5, 0.18181818181818182, 0.5, 0.368595041322314]"
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.","metaphor. The word ""drifted"" implies aimlessness and lack of purpose, suggesting a metaphorical interpretation.",1,"[0.18575954994646748, 0.0666829153653986, 1.928867353251809e-308, 1.928867353251809e-308, 0.25, 0.06666666666666667, 0.25, 0.12658227848101264]"
"literal. Describing a physical action, no implied comparison or symbolism.","literal. The phrase describes physically moving boats downstream, not using a metaphorical meaning.",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.0, 0.3, 0.19417475728155342]"
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,"metaphor. The mother is not physically drinking, but absorbing and enjoying her son's words.",1,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2727272727272727, 0.0, 0.2727272727272727, 0.13274336283185842]"
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.","literal. ""Drink"" is used in its literal sense to instruct the patient to consume fluids.",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.07092198581560283]"
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphorical. The word ""drown"" is used to express drowning or overwhelming something, not literal drowning.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.06666666666666667]"
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.","literal. The word ""drowned"" is used to describe a physical action of death by suffocation in water.",0,"[0.35294117647058826, 0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6666666666666666, 0.14285714285714285, 0.3333333333333333, 0.31552094522019336]"
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.","literal. The truck physically released the garbage into the street, not using a metaphor.",0,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.07692307692307693, 0.2857142857142857, 0.10714285714285715]"
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","literal. Results cannot physically emerge, indicating a metaphorical use of the word.",1,"[0.19470019576785122, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.26666666666666666, 0.0, 0.2, 0.10204081632653061]"
literal. - Indicates physically inscribing or etching the owner's name onto the pen for identification.,"literal. The word ""engrave"" is used literally in this sentence as it describes physically inscribing the name.",0,"[0.23529411764705885, 0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.07142857142857142, 0.3333333333333333, 0.24473684210526317]"
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.","literal. The word ""erase"" is meant to be taken literally as it refers to physically removing the formula.",0,"[0.3333333333333333, 0.23529411764705885, 0.1875, 0.13333333333333333, 0.6, 0.42857142857142855, 0.5333333333333333, 0.5378035988057775]"
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. Physical reaction to plant contact, not a symbolic or figurative eruption.",1,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06802721088435373]"
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.",literally. Refers to a sudden outbreak of unrest or violence in the country.,1,"[0.3053548683915197, 0.06616022148482927, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.3125, 0.06666666666666667, 0.25, 0.23694267515923564]"
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.",literal. The champagne bottle physically burst open due to pressure buildup.,0,"[0.1263898051634325, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.4, 0.0, 0.26666666666666666, 0.136986301369863]"
literal. The enemy physically detonated explosives to destroy the bridge.,"literal. The word ""exploded"" is describing a physical action of destruction on the bridge.",0,"[0.2857142857142857, 0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.2222222222222222, 0.5, 0.49145299145299143]"
