sent1,sent2,label,matrics
literal. Montedison's unit was integrated into Ferruzzi's operations as part of a restructuring process.,"metaphor. ""absorb"" means to take over or incorporate, not physically absorb a substance.",0,"[0.07122777528017817, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.0625, 0.0, 0.0625, 0.03597122302158273]"
"literal. It refers to the integration of one company into another, not a literal absorption process.","metaphor. ""absorb"" implies integration, not physical absorption of a company.",0,"[0.21952465443761057, 1.221146424717419e-308, 1.221146424717419e-308, 1.221146424717419e-308, 0.375, 0.0, 0.1875, 0.12987012987012989]"
literal. The man is deeply focused on something and not distracted by humor or wit.,"metaphor. ""absorbed"" implies mental preoccupation, not physical absorption of a substance.",0,"[0.06319490258171626, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.03424657534246575]"
literal. Olivetti took on the financial burden instead of passing it onto AT&T's computer business.,"metaphor. ""absorb"" is used to convey taking on financial burdens, not physical absorption.",0,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.17647058823529413, 0.0625, 0.17647058823529413, 0.06756756756756756]"
"literal. To allow time for processing, understanding, and reacting without immediate market volatility or panic.","metaphor. ""absorb"" refers to mental processing, not physical absorption of a substance.",0,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06802721088435373]"
literal. Absorb means to engage deeply with or be fully engrossed in something.,"metaphor. ""absorbed"" implies mental engagement, not physical absorption of a substance.",0,"[0, 0, 0, 0, 0.15384615384615385, 0.0, 0.15384615384615385, 0.0]"
"literal. Hutton's stock-picking performance was not as strong as Shearson's, leading to the absorption.","metaphor. ""absorb"" implies takeover or merger, not physical absorption.",0,"[0.12750076016387393, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.11764705882352941, 0.0, 0.11764705882352941, 0.07407407407407407]"
literal. Beta carotene molecules have a specific structure that allows them to absorb blue laser light.,"literal. ""Absorb"" refers to the physical process of light being taken in by the pigment.",0,"[0.12473426467088237, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.25, 0.0, 0.1875, 0.09433962264150944]"
literal. He has adopted and internalized the beliefs and priorities of the dovish left.,"metaphor. ""absorbed"" implies mental assimilation, not physical absorption of substances.",0,"[0.06703200460356394, 1.491511611267286e-308, 1.491511611267286e-308, 1.491511611267286e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.036764705882352935]"
literal. The informal sector can provide job opportunities for surplus manpower in the country.,"metaphor. ""absorb"" is used to describe the informal sector's ability to handle excess manpower, not physical absorption.",0,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.15384615384615385, 0.2857142857142857, 0.06993006993006994]"
literal. - Wheelabrator Technologies will take over ownership and management of Waste Management's projects.,"metaphor. ""Absorb"" implies assimilation, not physical ingestion or absorption of physical matter.",0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.07246376811594203]"
literal. The company plans to incorporate the jobs into its existing private health-care operations.,"metaphor. ""absorb"" implies taking in and assimilating, rather than physical absorption.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Because it refers to the literal ability of the bank to take on and withstand losses.,"metaphor. ""Absorb"" implies capacity to withstand losses, not physical absorption.",0,"[0.09931706075828191, 1.104938977985153e-308, 1.104938977985153e-308, 1.104938977985153e-308, 0.17647058823529413, 0.0625, 0.17647058823529413, 0.06134969325153374]"
literal. To consolidate power and eliminate competition within the left-wing political sphere.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",0,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.08]"
literal. Legal and financial obligations were transferred back to the original company after a temporary arrangement.,"metaphor. ""Absorb"" means to take on or assume a burden, not physical absorption.",0,"[0.12214194735660788, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.125, 0.0, 0.125, 0.06369426751592357]"
"literal. To indicate the physical process of taking in light energy, not a metaphorical absorption.","literal. Refers to physical absorption of sunlight by materials, not a figurative concept.",0,"[0.3297707381386313, 0.07145032659670345, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4666666666666667, 0.07142857142857142, 0.4, 0.2881006006006006]"
literal. To pay for the acquisition and cover operational costs.,"metaphor. ""absorb"" implies taking on debt, not physically absorbing a substance.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. To cover the remaining costs without passing them onto customers.,"metaphor. ""absorb"" means to take on or assume a burden, not physical absorption.",0,"[0, 0, 0, 0, 0.09090909090909091, 0.0, 0.09090909090909091, 0.044642857142857144]"
literal. 1. To ensure continuity and a smooth transition for employees.,"metaphor. ""absorb"" means to take on or assume responsibility, not physical absorption.",0,"[0, 0, 0, 0, 0.09090909090909091, 0.0, 0.09090909090909091, 0.04504504504504504]"
literal. Exchange rate fluctuations help cushion impact of real shocks on economy.,"metaphor. ""absorb"" is used to describe the exchange rate's ability to cushion economic shocks, not physical absorption.",0,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.09090909090909091, 0.3333333333333333, 0.08]"
"literal. ""Absorb"" is used non-metaphorically to indicate the financial ability to handle future loan losses.","metaphor. ""absorb"" compares financial losses to physical impact or shock.",0,"[0.1213061319425267, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.3125, 0.0, 0.1875, 0.10344827586206895]"
literal. Literal meaning of absorbing losses and not metaphorical transfer of responsibility or burden.,"metaphor. ""Absorb"" implies taking in and neutralizing losses, like a sponge absorbs liquid.",0,"[0.07122777528017817, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.2857142857142857, 0.0, 0.14285714285714285, 0.07194244604316546]"
"literal. Limited infrastructure, resources, and economic stability hinder these countries' ability to absorb rapid population growth.","metaphor. ""absorb"" refers to coping with or handling the growth, not physical absorption.",0,"[0.06107097367830394, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.1875, 0.0, 0.125, 0.03184713375796178]"
literal. Bally needs more employees for their growing fitness equipment manufacturing businesses.,"metaphor. ""absorbed"" implies integration, not physical absorption of employees by a business.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.041666666666666664]"
literal. Because the company has the capacity and resources to integrate the new jobs into its existing business.,"metaphor. ""absorb"" implies taking in and assimilating, rather than physical absorption.",0,"[0.04811030377273184, 1.1775387717450385e-308, 1.1775387717450385e-308, 1.1775387717450385e-308, 0.05555555555555555, 0.0, 0.05555555555555555, 0.028901734104046242]"
"literal. Slow demand, oversupply, economic uncertainty, high competition, limited financing options.","metaphor. ""absorb"" refers to the market's ability to assimilate excess supply, not physical absorption.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
metaphor. Exchange rates adjust quicker than price levels to absorb shocks from changes in terms of trade.,"metaphor. ""absorb"" is used to convey cushioning or mitigating an impact, not physical absorption.",1,"[0.1153025352864842, 1.7958965995989704e-308, 1.7958965995989704e-308, 1.7958965995989704e-308, 0.17647058823529413, 0.0, 0.11764705882352941, 0.08982035928143713]"
"metaphor. Soybean industry is larger and more resilient, able to weather temporary difficulties.","metaphor. ""absorb"" compares industry's resilience to a sponge absorbing liquid.",1,"[0.1481636441363436, 1.6483752567447546e-308, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.3076923076923077, 0.0, 0.3076923076923077, 0.07874015748031496]"
metaphor. Metaphorically refers to understanding and internalizing information or knowledge.,"metaphorical. ""absorb"" implies mental understanding or acceptance, not physical absorption.",1,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.3, 0.10000000000000002]"
metaphor. Cincinnati residents embrace diversity and adapt to new cultural influences through food and music.,"metaphor. ""absorb"" describes cultural assimilation, not physical absorption of substances.",1,"[0.1213061319425267, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06896551724137931]"
"metaphor. Maintain competitive pricing, protect market share, avoid losing customers, absorb costs for long-term gains.","metaphor. ""absorb"" implies taking in and assimilating the tariff, not physical absorption.",1,"[0.0649000652559504, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.125, 0.0, 0.125, 0.03401360544217687]"
"metaphor. Market is able to withstand selling pressure and continues to rise, showing strength and bullish sentiment.","metaphor. ""absorb"" is used to describe the market's ability to withstand selling pressure, not physical absorption.",1,"[0.35227989855505343, 0.12525507504179678, 0.0671009330581054, 2.090263448406506e-308, 0.47058823529411764, 0.1875, 0.35294117647058826, 0.25230111768573305]"
metaphor. Mr. Jackson has accepted and internalized both positive and negative information from the press.,"metaphor. ""absorb"" is used to describe mental or emotional intake, not physical absorption.",1,"[0.06595414762772626, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.03378378378378378]"
metaphor. Gen. Jaruzelski has not fully understood or internalized the impact of the strikes in May.,"metaphor. ""absorb"" implies learning or understanding, not physical absorption.",1,"[0.15314194134530887, 1.022256390985498e-308, 1.022256390985498e-308, 1.022256390985498e-308, 0.1875, 0.0, 0.125, 0.09803921568627452]"
"metaphor. It consumes a significant portion of her income, leaving little for other expenses.","metaphor. ""absorb"" is used to describe the cost taking up a portion of her pay, not physically absorbing it.",1,"[0.2631578947368421, 0.11111111111111109, 0.0588235294117647, 2.2250738585072626e-308, 0.42857142857142855, 0.15384615384615385, 0.35714285714285715, 0.3075862068965517]"
metaphor. Agencies may struggle to cover full cost without impacting other programs or services.,"metaphor. ""absorb"" means to take on or assume a burden, not physically take in.",1,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10714285714285715]"
metaphor. To indicate merging or taking over another entity.,"metaphor. ""Absorb"" implies assimilation or integration, not physical absorption of a company.",1,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.10752688172043011]"
metaphor. To eliminate competition and control religion in Ukraine.,"metaphor. ""Absorb"" implies assimilation, not physical absorption of one church into another.",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1111111111111111, 0.0, 0.1111111111111111, 0.053763440860215055]"
metaphor. To cover costs and maintain profitability.,"metaphor. ""absorb"" implies taking on or assuming expenses, not physically soaking them up.",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06578947368421054]"
literal. The tenant was physically attacked by the pet monkey owned by other renters.,"literal. Physical harm is inflicted by a pet monkey, a tangible entity.",0,"[0.2116204312226535, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.35714285714285715, 0.07692307692307693, 0.35714285714285715, 0.14492753623188406]"
literal. Because it refers to physical violence and intentional harm towards another person.,"literal. ""Assaulted"" implies physical harm or violence, a literal action.",0,"[0.22224546620451535, 1.6483752567447546e-308, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.3076923076923077, 0.0, 0.23076923076923078, 0.11811023622047245]"
literal. To emphasize the severity of the threat to women's safety and the urgent need for protection.,"literal. Refers to physical harm or attack, matching the dictionary definition of assault.",0,"[0.2261973786435952, 1.6357440907688813e-308, 1.6357440907688813e-308, 1.6357440907688813e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.12048192771084339]"
"literal. Because it refers to a specific criminal act, not a figurative or symbolic action.","literal. Refers to physical harm or attack, specifically rape.",0,"[0.17113903967753066, 1.142391010069532e-308, 1.142391010069532e-308, 1.142391010069532e-308, 0.3333333333333333, 0.07142857142857142, 0.26666666666666666, 0.2583333333333333]"
"metaphor. Different political agendas, prioritizing different issues, questioning effectiveness of aid programs.","metaphor. ""Assault"" implies aggressive opposition, not physical attack.",1,"[0.07581633246407919, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.043103448275862065]"
"metaphor. The term ""assault"" is used metaphorically to emphasize the importance of peaceful and respectful government functioning.","metaphor. ""Assaulting"" is used to convey obstruction or attack on the democratic process, not physical harm.",1,"[0.29356658212921116, 0.06262753752089839, 2.090263448406506e-308, 2.090263448406506e-308, 0.35294117647058826, 0.125, 0.35294117647058826, 0.22011834319526627]"
metaphor. Disappointment with results of perestroika led to verbal assaults on Gorbachev in Krasnoyarsk.,"metaphor. ""Verbally assaulting"" implies intense criticism, not physical attack.",1,"[0.06375038008193697, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.037037037037037035]"
"literal. Gramm believes in plant stress research over weed center funding, supporting his agenda.","metaphor. ""attack"" is used to describe verbal criticism, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Different political stances and actions between the two versions of Francois Mitterrand.,"metaphor. ""Attack"" refers to verbal criticism, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. 1. Dependent on good will,"metaphor. ""attack"" implies confrontation or conflict, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Different perspectives within the executive branch on the use of independent counsels.,"metaphor. ""attacking"" refers to criticizing or opposing, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Because it describes a verbal or written criticism or opposition towards the governor's policies.,"metaphor. ""Attack"" is used to describe verbal criticism, not physical violence.",0,"[0.06319490258171626, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.1875, 0.0, 0.1875, 0.0684931506849315]"
literal. To indicate physical violence or harm intended to be inflicted on a specific target.,literal. The context involves physical violence and harm with homemade bombs.,0,"[0.252779610326865, 0.0695143928398879, 1.54674658298039e-308, 1.54674658298039e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.21618150684931506]"
literal. To describe a physical act of aggression or violence towards the Norwegian tanker.,literal. The sentence describes a physical action of violence against a tanker.,0,"[0.423240862445307, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.5714285714285714, 0.15384615384615385, 0.5, 0.2898550724637681]"
literal. To criticize or challenge aggressively or forcefully.,"metaphor. ""attack"" means criticize or verbally assail, not physical violence.",0,"[0.2, 0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.14285714285714285, 0.25, 0.12195121951219512]"
literal. Soviets have tactical advantage in those regions and can gain strategic leverage.,literal. Refers to a physical military assault or invasion by the Soviets.,0,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.03875968992248062]"
literal. It means to criticize or confront Mr. Dukakis for not providing detailed answers on budget issues.,"metaphor. ""Attacking"" describes verbal criticism, not physical violence.",0,"[0.040581558419793724, 7.223757182189463e-309, 7.223757182189463e-309, 7.223757182189463e-309, 0.11764705882352941, 0.0, 0.11764705882352941, 0.031055900621118012]"
"literal. Literal description of military action, not figurative language.",literal. The sentence describes a physical assault with weapons on a specific location.,0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05319148936170213]"
literal. - physical violence or aggression,"literal. Physical violence is implied, and an embassy is a physical target.",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6, 0.5, 0.6, 0.22727272727272727]"
"literal. Insects target weakened, dying trees for food and shelter after a fire.","literal. Insects physically bite or chew on the snags, causing damage.",0,"[0.15159143965003283, 0.08337529180751807, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.15384615384615385, 0.08333333333333333, 0.15384615384615385, 0.14648437500000003]"
literal. To compete and gain market share.,"metaphor. ""Attack"" implies criticism or opposition, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. The statement refers to a physical act of aggression or harm against U.S. vessels.,literal. Refers to a physical act of aggression by a ship against other vessels.,0,"[0.5985403583811576, 0.3581010691169319, 0.3103542599013409, 0.2539262126465517, 0.625, 0.4, 0.625, 0.5986577181208053]"
literal. Because it directly describes physical violence or harm committed by members of Abu Nidal's organization.,literal. Refers to a physical act of violence against a synagogue.,0,"[0.2308132432510116, 1.412335412826535e-308, 1.412335412826535e-308, 1.412335412826535e-308, 0.23529411764705882, 0.0, 0.17647058823529413, 0.12903225806451613]"
literal. 1. Critics believe fines did not address underlying issues in workplace safety.,"metaphor. ""attack"" is used to describe addressing or tackling a problem, not physical violence.",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07633587786259544]"
literal. To prevent escalation of conflict and maintain stability in the region.,"metaphor. ""attacking"" refers to undermining or criticizing, not physical violence.",0,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0423728813559322]"
"literal. Diplomatic relations, economic repercussions, cultural sensitivity, political backlash, trade agreements, global image.","metaphor. ""Attack"" means to criticize or challenge, not engage in physical combat.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Increased attention and intervention from the United States typically indicate positive developments in El Salvador.,literal. The sentence refers to a physical action of aggression against a country.,0,"[0.06107097367830394, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.125, 0.0, 0.125, 0.06369426751592357]"
literal. Directly address and prevent the root cause of the problem to effectively solve it.,"metaphor. ""Attack"" is used to convey a sense of aggressive action against an abstract problem.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.13333333333333333, 0.06666666666666667]"
literal. Legal argument is being made against similar treatment of future claims in the Manville case.,"metaphor. ""Attacking"" refers to challenging or opposing, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Sparrows may attack yellow crocuses for food or to defend their territory.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",0,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.0746268656716418]"
literal. The PLO's statement indicates a planned physical assault on Israeli targets as retaliation.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Opposition to agreement, criticizing it, creating obstacles for progress in superpower summit.","metaphor. ""Attacked"" means criticized or opposed, not physical violence.",0,"[0, 0, 0, 0, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03968253968253969]"
literal. Tamil rebels physically assaulted the village to target and harm the Sinhalese residents.,"literal. Physical violence and killing are involved, indicating a real physical attack.",0,"[0.141080287481769, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10869565217391303]"
"literal. The word ""attack"" is used non-metaphorically because it refers to addressing and resolving operational issues.","metaphor. ""attack"" is used to describe a non-physical, strategic effort to solve problems.",0,"[0.24428389471321574, 0.13232044296965856, 0.07217478707435919, 1.7665365515873297e-308, 0.35294117647058826, 0.125, 0.29411764705882354, 0.23885350318471338]"
literal. To emphasize the specific and purposeful nature of the drugs' actions against diseased cells.,"metaphor. ""attack"" is used to describe a non-violent, therapeutic action on diseased cells.",0,"[0.13190829525545253, 0.07145032659670345, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.21326013513513511]"
literal. Sen. Adams criticized poor working conditions in labs.,"metaphor. ""Attack"" is used to convey strong criticism or opposition, not physical violence.",0,"[0, 0, 0, 0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05319148936170213]"
"literal. The statement refers to a physical act of aggression, not a figurative or symbolic attack.","literal. Refers to a physical act of aggression or violence, involving military action.",0,"[0.4274968157481276, 0.26464088593931706, 0.21652436122307758, 0.15878453156359026, 0.5625, 0.4, 0.5625, 0.4473527070063694]"
literal. The Aegis cruiser perceived the passenger jet as a threat or imminent danger.,"literal. ""attacking"" describes a real military action, not a figurative concept.",0,"[0.1384182521267043, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.072992700729927]"
literal. 1. Criticized policies,"metaphor. No physical violence is implied, but rather a verbal criticism or condemnation.",0,"[0, 0, 0, 0, 0.25, 0.0, 0.25, 0.10204081632653061]"
"literal. It refers to a physical assault on the food convoys by the Eritreans, not just criticism.",literal. Refers to a physical act of violence against food convoys.,0,"[0.2634446721749134, 0.1159156557569619, 0.06439758653164548, 1.289604477082714e-308, 0.4117647058823529, 0.25, 0.4117647058823529, 0.3429878048780487]"
literal. The positions were overrun because they were not well fortified and were meant for attacking.,"literal. Refers to a military assault or aggression, involving physical violence or combat.",0,"[0.06107097367830394, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.0625, 0.0, 0.0625, 0.03184713375796178]"
literal. To reduce expenses and improve efficiency.,"metaphor. ""attacking"" is used to describe a non-physical confrontation or criticism.",0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06756756756756757]"
literal. To ensure strategic coordination and prevent vulnerability in the event of a base being compromised.,"metaphorical. ""Attacking teams"" refers to a strategic business or operational approach, not physical violence.",0,"[0.12383969996431167, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.1875, 0.0, 0.125, 0.0949367088607595]"
literal. Competing for market share. Differentiating products. Increasing sales. Keeping up with trends.,metaphor. No physical harm or violence is intended towards coffee or its appeal.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Because they actively criticized and protested against the legal system's decision and actions.,"Please refer to relevant websites for more information, and feel free to ask me any other questions.",0,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.03496503496503497]"
literal. It means they would have criticized or opposed the tax reform plan.,"metaphor. ""Attacked"" implies criticism or opposition, not physical violence.",0,"[0.07124226538110606, 1.4266737208830245e-308, 1.4266737208830245e-308, 1.4266737208830245e-308, 0.15384615384615385, 0.08333333333333333, 0.15384615384615385, 0.14880952380952384]"
"literal. The word ""attack"" is used non-metaphorically because it describes a physical act of violence.",literal. Refers to a physical act of violence against the U.S. Embassy.,0,"[0.32450032627975206, 0.21240021356492858, 0.155760156614281, 0.0865334203412672, 0.4375, 0.26666666666666666, 0.375, 0.38265306122448983]"
literal. The Treasury official criticized the proposal for being a commercial venture without innovation.,"metaphor. No physical violence is implied, but rather a strong verbal criticism.",0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.14285714285714285, 0.0, 0.07142857142857142, 0.07246376811594203]"
literal. - Helicopters can be used for aerial surveillance and crowd control in protests.,literal. Refers to physical violence or aggression against student demonstrators.,0,"[0.06703200460356394, 1.491511611267286e-308, 1.491511611267286e-308, 1.491511611267286e-308, 0.07692307692307693, 0.0, 0.07692307692307693, 0.036764705882352935]"
literal. Because it describes direct physical aggression or violence towards a specific group or individual.,"literal. ""physically"" modifies ""attacking"", indicating direct physical violence.",0,"[0.15632325737944064, 0.05955171709692977, 9.27548782591189e-309, 9.27548782591189e-309, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.17871017871017872]"
literal. The social wing disagreed with the plans and wanted more tax revenue for the poor.,"metaphor. ""attack"" refers to criticism or opposition, not physical violence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. The word ""attack"" is used non-metaphorically to describe a physical assault or offensive action.","literal. The context involves physical missiles striking a ship, causing damage.",0,"[0.252779610326865, 0.0695143928398879, 1.54674658298039e-308, 1.54674658298039e-308, 0.25, 0.06666666666666667, 0.1875, 0.21618150684931506]"
literal. Efficiently address and confront issues related to taxes and Social Security to achieve deficit reduction.,"metaphor. ""Attack"" implies a conceptual confrontation, not physical violence.",0,"[0, 0, 0, 0, 0.0625, 0.0, 0.0625, 0.0]"
