sent1,sent2,label,matrics
"literal. Describing physical movement, not highlighting abstract concepts or emotions.","literal. Describing physical action, no symbolic or figurative meaning implied",0,"[0.3333333333333333, 0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.125, 0.3333333333333333, 0.2839506172839506]"
metaphor. The editors criticized or criticized harshly the new House Speaker.,metaphor. The editors of the left-leaning paper attacked the new speaker because they disagreed with his or her ideas,1,"[0.2777777777777778, 0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6, 0.2222222222222222, 0.5, 0.3444444444444445]"
"metaphor. It implies an aggressive approach, urgency, and determination to solve the problem immediately.","literal. Literal action of attacking a problem directly and forcefully, without any figurative meaning or comparison",1,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.11363636363636363]"
"literal. Describes a physical act of aggression or violence, not a metaphorical or symbolic action.","literal. Literal action of invading and attacking, not a figurative use of ""attack""",0,"[0.2116204312226535, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.2857142857142857, 0.07692307692307693, 0.21428571428571427, 0.18518518518518515]"
"metaphor. Press photographers crowded around the movie star, overwhelming them with attention and requests.","metaphor. To indicate the press was constantly trying to get a photo of the star, which they often did not have permission to do",1,"[0.08695652173913045, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.14285714285714285]"
literal. Literal action of physically wrapping and compressing the feet to restrict growth and movement.,literal. To physically secure and protect the feet of the women,0,"[0.33516002301781966, 0.07448000511507102, 1.491511611267286e-308, 1.491511611267286e-308, 0.42857142857142855, 0.07692307692307693, 0.2857142857142857, 0.22058823529411764]"
"metaphor. The spaceship is not actually on fire, but moving quickly and brightly through space.","metaphor. The spaceship made a fast, intense, and spectacular appearance in the sky",1,"[0.2116204312226535, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.10869565217391303]"
metaphor. To criticize severely or rebuke harshly.,literal. The Senator physically damaged the administration's reputation and credibility with his harsh and negative speech,1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. ""Blur"" literally describes a visual impairment caused by the fog obstructing clear sight.","metaphor. The fog obscures vision, making it difficult to differentiate between objects",0,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.15384615384615385, 0.08333333333333333, 0.15384615384615385, 0.19965277777777776]"
literal. It is a technical term related to increasing the voltage in an electrical circuit.,metaphor. To increase the voltage output or provide additional power for the circuit,0,"[0.141080287481769, 0.0769528840809649, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.35714285714285715, 0.23076923076923078, 0.35714285714285715, 0.22871376811594205]"
literal. Describing the physical action of the ball rebounding off a surface.,"literal. Describes physical action, no symbolic or figurative meaning implied",0,"[0.08897082254631197, 1.7816998627591863e-308, 1.7816998627591863e-308, 1.7816998627591863e-308, 0.2727272727272727, 0.1, 0.2727272727272727, 0.09259259259259259]"
literal. To show respect and honor.,literal. Bowing is a physical action that humans perform to show respect and obedience,0,"[0.23076923076923078, 0.16666666666666669, 0.0909090909090909, 2.2250738585072626e-308, 0.8, 0.75, 0.8, 0.6842672413793104]"
metaphor. It allows air flow and keeps the wearer cool and comfortable in hot weather.,"metaphor. Because it physically functions as a air-conditioner, creating a cooling effect on the skin",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.10714285714285715]"
literal. To allow the wine to aerate and release its aromas and flavors.,"literal. Because it refers to the natural process of oxygenation, not a metaphorical breath",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.12396694214876033]"
literal. Physical action of moving a brush against a surface is being described accurately.,"literal. Literal action of physically removing something from the surface, not using metaphorical language or comparison",0,"[0.13333333333333333, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.08333333333333333, 0.23076923076923078, 0.1936026936026936]"
"literal. The word ""brush"" is used non-metaphorically because it describes a physical action being performed.","literal. Literal action of physically removing something from surface, not using metaphorical language or comparison",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.0, 0.13333333333333333, 0.10714285714285715]"
"metaphor. Creating and developing a stable, functional society with infrastructure, institutions, and systems for governance.","metaphor. To establish a new direction, a new model, or a new way of doing things",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.035460992907801414]"
"metaphor. The tension and anticipation were increasing gradually, creating a sense of excitement and anticipation.",metaphor. It implies a buildup or anticipation in the audience for the show's events,1,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.21428571428571427, 0.0, 0.14285714285714285, 0.10791366906474818]"
literal. Literal use: physically constructing new school buildings to provide education infrastructure for residents.,metaphor. To indicate the government is undertaking a large-scale construction project,0,"[0, 0, 0, 0, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07874015748031496]"
"literal. Literal transactional context, indicating the exchange of dedication for love with material goods or services.","metaphor. To convey a strong, intentional, and financial exchange between the two individuals",0,"[0.12980013051190084, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.13333333333333333, 0.0, 0.06666666666666667, 0.06802721088435373]"
"metaphor. The office is busy with energetic and lively activity, creating a buzzing atmosphere.",metaphor. It implies a high level of activity or interest in the office,1,"[0.1533407357715539, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.3076923076923077, 0.08333333333333333, 0.15384615384615385, 0.19810508182601205]"
literal. Describing the sound of bees flying and moving around the hive.,"metaphor. Bees are not physically buzzing, but their buzzing sounds like a buzzing sound",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.09090909090909091, 0.08928571428571429]"
"metaphor. To convey a sense of struggle, determination, effort, and perseverance in reaching a goal.",literal. Literal action of climbing up a mountain by force,1,"[0.12750076016387393, 1.2766437377119805e-308, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07407407407407407]"
metaphor. To show aggressive and ruthless behavior in attacking or criticizing the rival.,"metaphor. To indicate forceful or forceful action, not physical strength",1,"[0.15922918012750872, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.08547008547008547]"
metaphor. Sales were increasing rapidly after prices were reduced.,"metaphor. Sales increasing rapidly due to the action of lowering prices, attracting more customers",1,"[0.23076923076923078, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.14285714285714285, 0.5, 0.3006535947712418]"
metaphor. To convey the idea of upward progression or advancement.,"literal. Literal description of physical movement, no figurative meaning implied",1,"[0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05555555555555555]"
"metaphor. Fear does not physically block the mind, but overwhelms and hinders clear thinking.","metaphor. To indicate a slow, repetitive, and overwhelming reaction or feeling to the information presented",1,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.07692307692307693, 0.11450381679389314]"
metaphor. To describe the restriction or slowing down of movement until they were trained and controlled.,literal. Describing the horse's physical state of being clogged by the horses' many tasks,1,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.2, 0.07142857142857142, 0.2, 0.10135135135135136]"
literal. The leaves physically block the flow of water in the drains.,"metaphor. Too many leaves slowing down the water's flow, causing a congestion",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.0, 0.2727272727272727, 0.09090909090909091]"
"metaphor. Clouds represent darkness, obscurity, and heaviness, mirroring the emotions of sadness on their faces.","metaphor. Because it implies a lack of clarity or emotion, like a person's face is covered with a thick layer of fog",1,"[0.047619047619047616, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.14285714285714285, 0.06802721088435373]"
metaphor. To show how the stroke affected her memory or made it unclear and confused.,metaphor. The stroke obscured or obscured details or events related to her childhood experiences,1,"[0.21368332584053448, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.35714285714285715, 0.07692307692307693, 0.21428571428571427, 0.2676258992805755]"
"literal. Describing physical appearance, not using cloud as metaphor for emotions or thoughts.","metaphor. The smoke obscured vision, creating a haze or fog-like appearance in the sky",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.08333333333333333, 0.04132231404958677]"
metaphor. It suggests his ideas influence and shape the content and perspective of his lectures.,metaphor. His political ideas influence his lectures and behavior,1,"[0.23618327637050734, 0.06748093610585924, 1.051050468137224e-308, 1.051050468137224e-308, 0.42857142857142855, 0.15384615384615385, 0.35714285714285715, 0.2776119402985075]"
literal. Describing the physical action of adding color to the walls with paint.,literal. To apply a coating of color evenly and efficiently on the walls,0,"[0.3333333333333333, 0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4166666666666667, 0.09090909090909091, 0.3333333333333333, 0.31000000000000005]"
metaphor. Disease is not a literal message but can be transmitted like communication.,literal. Literal action of spreading information about a disease to prevent infection,1,"[0.08300915602566021, 2.031716533983919e-308, 2.031716533983919e-308, 2.031716533983919e-308, 0.25, 0.0, 0.08333333333333333, 0.12605042016806722]"
literal. The sentence describes a literal act of sharing information or feelings with another person.,"metaphor. The sentence describes a physical act of communicating, not a metaphorical concept or emotion",0,"[0.5, 0.30769230769230765, 0.16666666666666669, 0.0909090909090909, 0.5, 0.3076923076923077, 0.5, 0.45335276967930027]"
literal. Both are historical societies with similar levels of power and influence in their respective regions.,metaphor. To show that the two systems are similar or identical,0,"[0.1213061319425267, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06896551724137931]"
"literal. The car is inferior in quality, performance, and luxury compared to our Mercedes line.","literal. Both cars have similar characteristics and performance, but one is more expensive or advanced",0,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]"
literal. The statement is a factual description of Beethoven's creative process in writing music.,metaphor. To describe the composer's intense and creative focus on creating music,0,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.07812500000000001]"
"literal. Literal instruction for using a digital or electronic dictionary, not a metaphorical or symbolic meaning.",literal. Literal instruction for using a computer for a specific task,0,"[0.36391839582758007, 0.26956918209450376, 0.22744899739223753, 0.17329447420360955, 0.4, 0.2857142857142857, 0.4, 0.3524904214559387]"
"literal. Referring to the process of automating tasks using computer technology, not a metaphorical transformation.","metaphor. To make it more efficient, automated, and effective",0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.03731343283582089]"
"metaphor. Limited time, urgency, need for quick action, efficiency, simplification, prioritization, streamlining processes.","metaphor. To make it more concise, to provide a brief overview, to simplify information for understanding",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.04065040650406504]"
"metaphor. Feelings cannot physically condense; metaphorically indicates intense, concentrated emotions or thoughts.","metaphor. To describe the rapid accumulation of emotions, feelings, or thoughts",1,"[0.09048374180359597, 2.0133300850710214e-308, 2.0133300850710214e-308, 2.0133300850710214e-308, 0.36363636363636365, 0.1, 0.2727272727272727, 0.045871559633027525]"
literal. Refers to the physical process of matter coming together due to gravity and cooling.,metaphor. Condensation is a physical process where gas turns into liquid due to temperature change,0,"[0.2857142857142857, 0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.15384615384615385, 0.2857142857142857, 0.26785714285714285]"
"metaphor. Earthquakes cause violent shaking and disruption, similar to convulsions in the body.",metaphor. The earthquakes caused widespread destruction and destruction of property,1,"[0.07961459006375435, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.3333333333333333, 0.09090909090909091, 0.25, 0.26976495726495725]"
"literal. It describes involuntary muscle spasms or contractions, not a metaphorical expression of emotion.","literal. Because it describes a physical reaction or movement, not an abstract concept or emotion",0,"[0.2857142857142857, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.283969465648855]"
"metaphor. Maggots were covering the cheese, appearing to move slowly like they were crawling.","metaphor. The old cheese was crawling with maggots, a common occurrence in old cheese",1,"[0, 0, 0, 0, 0.3076923076923077, 0.0, 0.23076923076923078, 0.038461538461538464]"
literal. The crocodile is a real animal that physically moves along the riverbed.,"literal. Describing the movement of the crocodile, not implying a literal crawl",0,"[0.16601831205132045, 2.031716533983919e-308, 2.031716533983919e-308, 2.031716533983919e-308, 0.3333333333333333, 0.09090909090909091, 0.25, 0.16806722689075632]"
"metaphor. It signifies the pinnacle of the meeting, highlighting its importance and impact on attendees.",metaphor. It signifies the speaker's eloquence or influence on the audience's understanding,1,"[0.3460456303167608, 0.15226007733937474, 0.08458893185520817, 1.6939495889106837e-308, 0.35714285714285715, 0.15384615384615385, 0.2857142857142857, 0.3255474452554745]"
"literal. Literal ceremony, traditional symbol of royalty, official recognition of power and authority.",literal. The sentence describes a literal event of a person being crowned or being acknowledged as the rightful heir to the throne,0,"[0.047619047619047616, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.07751937984496124]"
"literal. The action of crushing physically occurred, no emotional or romantic connotation present.","literal. Literal action of vehicle hitting toy forcefully, not a figurative expression",0,"[0.16601831205132045, 0.09131007162822626, 2.031716533983919e-308, 2.031716533983919e-308, 0.16666666666666666, 0.09090909090909091, 0.16666666666666666, 0.15756302521008406]"
"literal. Literal action of physically flattening or compacting the can, no emotional or romantic connotation.","literal. Literal action of physically pressing down on the can, not using the word ""crush""",0,"[0.42857142857142855, 0.30769230769230765, 0.16666666666666669, 0.0909090909090909, 0.42857142857142855, 0.3076923076923077, 0.42857142857142855, 0.45335276967930027]"
"literal. Describing the action of splashing or sprinkling paint, not indicating speed or urgency.","metaphor. Describes physical movement, not a conceptual concept or figure of speech",0,"[0.2273871594750492, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.3076923076923077, 0.0, 0.23076923076923078, 0.15625000000000003]"
metaphor. To decrease the value or purchasing power of the currency.,metaphor. To decrease the value of the currency by causing it to lose value,1,"[0.46153846153846156, 0.3333333333333333, 0.18181818181818182, 0.10000000000000002, 0.7, 0.5555555555555556, 0.7, 0.4962243797195253]"
metaphor. The measures caused a decrease in economic activity or confidence.,metaphor. The new measures caused a decrease in economic activity due to inflation,1,"[0.6666666666666666, 0.5454545454545454, 0.5, 0.4444444444444444, 0.8, 0.6666666666666666, 0.8, 0.778186274509804]"
literal. Because balloons can physically lose air and decrease in size.,"metaphor. The balloons burst or inflated, not physically reduced in size or weight",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.1111111111111111, 0.4, 0.14705882352941177]"
literal. To describe a physical creation or product.,literal. Design is used as a directive verb to describe the action of designing something new and unique,0,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.16666666666666666, 0.2857142857142857, 0.3194444444444444]"
"metaphor. Because she read them eagerly and quickly, showing a strong interest and enjoyment in his work.",metaphor. To indicate the writer's complete and utter destruction of the work,1,"[0.057703310812752893, 1.412335412826535e-308, 1.412335412826535e-308, 1.412335412826535e-308, 0.125, 0.0, 0.125, 0.03225806451612903]"
"literal. Literal action of eating, no indication of figurative consumption or destruction.","metaphor. To indicate the physical action of eating something quickly and completely, not a metaphorical use of ""devour""",0,"[0.17647058823529413, 0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.45454545454545453, 0.2, 0.36363636363636365, 0.27209051724137934]"
metaphor. Because the speaker is overwhelmed by the amount of information and finds it difficult to process.,metaphor. It implies a lack of understanding or attention to details,1,"[0.10976232721880529, 1.221146424717419e-308, 1.221146424717419e-308, 1.221146424717419e-308, 0.1875, 0.0, 0.125, 0.0974025974025974]"
literal. Lack of lactase enzyme or lactose intolerance.,metaphor. It implies a lack of understanding or ability to process information quickly and efficiently,0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.16666666666666666, 0.42857142857142855, 0.3318903318903319]"
"metaphor. To indicate eating quickly and easily, without difficulty or hesitation.","literal. Literal action of consuming food in a physical setting, not using metaphorical language or comparison",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.04761904761904763]"
"literal. Describes physical action of subduing suspect, not metaphorical state of being down.","metaphor. To indicate a quick and decisive action by the officer, not a literal physical takedown",0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.12195121951219512]"
"metaphor. Intense physical activity depletes energy reserves, leaving the individual feeling fatigued and exhausted.",metaphor. It implies a physical and emotional decrease in performance due to stress and effort,1,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.07633587786259544]"
"literal. Literal action of water moving downward due to gravity into container, no symbolic meaning.","literal. Describing the movement of liquid waste, not implying a physical drain",0,"[0.06920912606335215, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.072992700729927]"
"metaphor. To convey a slow, gradual, aimless movement or change in direction.","metaphor. Investors were uncertain, lack direction, or were not actively buying or selling securities",1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.09090909090909091, 0.044642857142857144]"
"metaphor. The young man was aimless or adrift in the social setting, feeling out of place.",metaphor. The guest felt uncomfortable or unwelcome in the presence of the stranger,1,"[0.32450032627975206, 0.07080007118830953, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.3333333333333333, 0.07142857142857142, 0.3333333333333333, 0.20408163265306123]"
"literal. Describing a physical action, no implied comparison or symbolism.","literal. Literal action of moving boats from one place to another, not a metaphor for drifting or deviation",0,"[0.11764705882352941, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2222222222222222, 0.10204081632653061]"
metaphor. Metaphorically represents absorbing or taking in something deeply and fully.,metaphor. To indicate consuming or expressing strong emotions or feelings directly and directly in the form of drink,1,"[0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.2, 0.14018691588785046]"
"literal. To maintain hydration and health, fulfill bodily functions, and promote recovery and well-being.",literal. To indicate consuming or receiving liquid quickly and efficiently,0,"[0.14248453076221212, 1.4266737208830245e-308, 1.4266737208830245e-308, 1.4266737208830245e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07936507936507937]"
"metaphor. To escape or numb emotions, cope with stress, or avoid facing reality or problems.","metaphor. Too much alcohol consumed, causing suffocation or drowning",1,"[0.05904581909262685, 1.051050468137224e-308, 1.051050468137224e-308, 1.051050468137224e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.03731343283582089]"
"literal. The child physically submerged in the water and suffocated, leading to death by drowning.","literal. Literal action of losing control of the body, not a metaphorical expression",0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.036231884057971016]"
"literal. Literal action of unloading waste, not a metaphor for emotional or informational overload.","literal. Literal action of dumping something out of a vehicle, not a metaphorical expression",0,"[0.38461538461538464, 0.25, 0.0909090909090909, 2.2250738585072626e-308, 0.46153846153846156, 0.3333333333333333, 0.46153846153846156, 0.4326923076923077]"
"metaphor. Results did not physically come out, but were discovered or revealed through the study.","metaphor. The study produced results that were interesting and new, similar to what had previously been discovered",1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.07692307692307693, 0.21428571428571427, 0.14084507042253522]"
"literal. It refers to physically removing the formula from the blackboard, not a metaphorical action.",literal. It is a literal action to remove a symbol or writing from a surface,0,"[0.2857142857142857, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.0, 0.35714285714285715, 0.17857142857142858]"
metaphor. To emphasize sudden and unexpected appearance or outbreak of the rash on her arms.,"literal. The sentence describes a physical reaction or occurrence of pain, not a conceptual change or development",1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.14285714285714285, 0.1056338028169014]"
"metaphor. Because unrest is not a physical phenomenon, but a sudden outburst of discontent or agitation.",metaphor. It means there was a large-scale public protest or uproar due to a significant event or change,1,"[0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.0986842105263158]"
"literal. Pressure built up from carbon dioxide gas inside the bottle, causing it to burst.","literal. The sentence describes a physical event of a bottle exploding, not a metaphorical explosion",0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.03571428571428571]"
literal. The enemy physically detonated explosives to destroy the bridge.,metaphor. The sentence describes an actual event of an enemy detonating a bomb in a crowded area,0,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.15463917525773196]"
literal. The action is literal and describes physically securing an object in place.,"literal. Literal action of fastening, no figurative meaning implied",0,"[0.07581633246407919, 1.3495755153097447e-308, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.16666666666666666, 0.0, 0.08333333333333333, 0.08620689655172413]"
literal. To convert sugars to alcohol through the process of fermentation.,"metaphor. To promote fermentation, enhance flavor, and create a strong alcoholic beverage",0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.2, 0.09900990099009903]"
literal. Literal action of water physically entering the pool.,"literal. Describes physical action, no abstract concept or comparison present",0,"[0, 0, 0, 0, 0.25, 0.0, 0.125, 0.0617283950617284]"
metaphor. To emphasize speed and efficiency in communication.,"metaphor. It conveys a quick, accurate, and clear message to subordinates or readers",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.14285714285714285, 0.13333333333333333]"
"literal. Describing a physical action, not a metaphorical representation.","metaphor. The lights were moving rapidly and brightly, appearing bright and new",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
metaphor. To allow market forces to determine its value.,metaphor. To indicate a sudden and temporary exchange of money for goods and services,1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.125, 0.0, 0.125, 0.058823529411764705]"
"metaphor. The idea is not finalized or concrete, it is being suggested or considered.",metaphor. To indicate floating or uncertain action or proposal,1,"[0.13381535712974757, 1.190996212064859e-308, 1.190996212064859e-308, 1.190996212064859e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.08]"
metaphor. To indicate an overwhelming amount of tennis shoes being introduced into the market.,literal. To prevent flooding and maximize sales,1,"[0.051900537319099625, 6.92895172987255e-309, 6.92895172987255e-309, 6.92895172987255e-309, 0.07692307692307693, 0.0, 0.07692307692307693, 0.04065040650406504]"
"literal. Describes actual event of river overflowing and inundating area, not symbolic or figurative language.","literal. Describes a physical occurrence of water moving from one place to another, not a metaphorical flood",0,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.14084507042253522]"
"metaphor. Champagne doesn't actually flow like a liquid, it was poured and consumed freely.",metaphor. The champagne flowed out of the bottle into the guests' glasses,1,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07812500000000001]"
